om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,edat,etime
2503140900-01,2025,03,14,2025-03-14,09:00:00,3,OK,40,0,0.75,0,0,0,0,36.6500,-95.0959,36.6500,-95.0959,0,0,0,0,0,35,0,0,0,2025-03-14,09:00:00
2503140947-01,2025,03,14,2025-03-14,09:47:00,3,AR,05,0,0.75,0,0,0,0,36.4607,-94.1918,36.4607,-94.1918,0,0,0,0,0,7,0,0,0,2025-03-14,09:47:00
2503140948-01,2025,03,14,2025-03-14,09:48:00,3,AR,05,0,0.75,0,0,0,0,36.3495,-94.1946,36.3495,-94.1946,0,0,0,0,0,7,0,0,0,2025-03-14,09:48:00
2503141036-01,2025,03,14,2025-03-14,10:36:00,3,AR,05,0,0.75,0,0,0,0,34.4900,-93.1000,34.4900,-93.1000,0,0,0,0,0,51,0,0,0,2025-03-14,10:36:00
2503141215-01,2025,03,14,2025-03-14,12:15:00,3,MI,26,0,0.80,0,0,0,0,46.0570,-84.5650,46.0570,-84.5650,0,0,0,0,0,97,0,0,0,2025-03-14,12:15:00
2503141230-01,2025,03,14,2025-03-14,12:30:00,3,MI,26,0,0.75,0,0,0,0,46.1900,-84.3200,46.1900,-84.3200,0,0,0,0,0,33,0,0,0,2025-03-14,13:30:00
2503141313-01,2025,03,14,2025-03-14,13:13:00,3,MI,26,0,1.00,0,0,0,0,46.2800,-84.2000,46.2800,-84.2000,0,0,0,0,0,33,0,0,0,2025-03-14,13:13:00
2503141417-01,2025,03,14,2025-03-14,14:17:00,3,NE,31,0,1.00,0,0,0,0,40.1845,-95.9300,40.1845,-95.9300,0,0,0,0,0,147,0,0,0,2025-03-14,14:17:00
2503141436-01,2025,03,14,2025-03-14,14:36:00,3,NE,31,0,1.00,0,0,0,0,40.4393,-96.3297,40.4393,-96.3297,0,0,0,0,0,97,0,0,0,2025-03-14,14:36:00
2503141509-01,2025,03,14,2025-03-14,15:09:00,3,IA,19,0,1.00,0,0,0,0,41.2600,-94.6700,41.2600,-94.6700,0,0,0,0,0,1,0,0,0,2025-03-14,15:09:00
2503141515-01,2025,03,14,2025-03-14,15:15:00,3,IA,19,0,1.00,0,0,0,0,41.0400,-93.9800,41.0400,-93.9800,0,0,0,0,0,39,0,0,0,2025-03-14,15:15:00
2503141517-01,2025,03,14,2025-03-14,15:17:00,3,IA,19,0,1.25,0,0,0,0,41.5400,-94.9300,41.5400,-94.9300,0,0,0,0,0,9,0,0,0,2025-03-14,15:17:00
2503141520-01,2025,03,14,2025-03-14,15:20:00,3,IA,19,0,1.50,0,0,0,0,41.5000,-94.6400,41.5000,-94.6400,0,0,0,0,0,1,0,0,0,2025-03-14,15:20:00
2503141524-01,2025,03,14,2025-03-14,15:24:00,3,AR,05,0,0.88,0,0,0,0,36.3393,-94.2581,36.3393,-94.2581,0,0,0,0,0,7,0,0,0,2025-03-14,15:24:00
2503141532-01,2025,03,14,2025-03-14,15:32:00,3,IA,19,0,0.88,0,0,0,0,41.5900,-94.8200,41.5900,-94.8200,0,0,0,0,0,9,0,0,0,2025-03-14,15:32:00
2503141537-01,2025,03,14,2025-03-14,15:37:00,3,IA,19,0,0.75,0,0,0,0,41.3200,-93.9500,41.3200,-93.9500,0,0,0,0,0,121,0,0,0,2025-03-14,15:37:00
2503141543-01,2025,03,14,2025-03-14,15:43:00,3,IA,19,0,0.88,0,0,0,0,41.6700,-94.6900,41.6700,-94.6900,0,0,0,0,0,77,0,0,0,2025-03-14,15:43:00
2503141551-01,2025,03,14,2025-03-14,15:51:00,3,IA,19,0,0.75,0,0,0,0,41.5200,-93.9700,41.5200,-93.9700,0,0,0,0,0,49,0,0,0,2025-03-14,15:51:00
2503141558-01,2025,03,14,2025-03-14,15:58:00,3,IA,19,0,1.00,0,0,0,0,41.6000,-93.7100,41.6000,-93.7100,0,0,0,0,0,153,0,0,0,2025-03-14,15:58:00
2503141601-01,2025,03,14,2025-03-14,16:01:00,3,IA,19,0,1.00,0,0,0,0,41.6400,-93.7200,41.6400,-93.7200,0,0,0,0,0,153,0,0,0,2025-03-14,16:01:00
2503141601-02,2025,03,14,2025-03-14,16:01:00,3,IA,19,0,0.75,0,0,0,0,41.6400,-93.7100,41.6400,-93.7100,0,0,0,0,0,153,0,0,0,2025-03-14,16:01:00
2503141612-01,2025,03,14,2025-03-14,16:12:00,3,AR,05,0,0.75,0,0,0,0,36.3121,-94.2200,36.3121,-94.2200,0,0,0,0,0,7,0,0,0,2025-03-14,16:12:00
2503141612-02,2025,03,14,2025-03-14,16:12:00,3,AR,05,0,0.75,0,0,0,0,36.3574,-94.2601,36.3574,-94.2601,0,0,0,0,0,7,0,0,0,2025-03-14,16:12:00
2503141613-01,2025,03,14,2025-03-14,16:13:00,3,AR,05,0,0.75,0,0,0,0,36.3700,-94.2020,36.3700,-94.2020,0,0,0,0,0,7,0,0,0,2025-03-14,16:13:00
2503141623-01,2025,03,14,2025-03-14,16:23:00,3,IA,19,0,0.75,0,0,0,0,41.8500,-93.9300,41.8500,-93.9300,0,0,0,0,0,49,0,0,0,2025-03-14,16:23:00
2503141629-01,2025,03,14,2025-03-14,16:29:00,3,AR,05,0,0.75,0,0,0,0,36.3109,-94.1792,36.3109,-94.1792,0,0,0,0,0,7,0,0,0,2025-03-14,16:29:00
2503141631-01,2025,03,14,2025-03-14,16:31:00,3,AR,05,0,1.25,0,0,30000,0,36.3445,-94.1200,36.3445,-94.1200,0,0,0,0,0,7,0,0,0,2025-03-14,16:31:00
2503141632-01,2025,03,14,2025-03-14,16:32:00,3,AR,05,0,0.88,0,0,0,0,36.3300,-94.1559,36.3300,-94.1559,0,0,0,0,0,7,0,0,0,2025-03-14,16:32:00
2503141633-01,2025,03,14,2025-03-14,16:33:00,3,AR,05,0,1.00,0,0,0,0,36.3734,-94.1200,36.3734,-94.1200,0,0,0,0,0,7,0,0,0,2025-03-14,16:33:00
2503141634-01,2025,03,14,2025-03-14,16:34:00,3,AR,05,0,1.00,0,0,0,0,36.2641,-94.1944,36.2641,-94.1944,0,0,0,0,0,7,0,0,0,2025-03-14,16:34:00
2503141634-02,2025,03,14,2025-03-14,16:34:00,3,IA,19,0,1.00,0,0,0,0,42.0200,-93.6700,42.0200,-93.6700,0,0,0,0,0,169,0,0,0,2025-03-14,16:34:00
2503141634-03,2025,03,14,2025-03-14,16:34:00,3,IA,19,0,1.50,0,0,0,0,42.0300,-93.6800,42.0300,-93.6800,0,0,0,0,0,169,0,0,0,2025-03-14,16:34:00
2503141635-01,2025,03,14,2025-03-14,16:35:00,3,IA,19,0,0.88,0,0,0,0,42.0300,-93.6700,42.0300,-93.6700,0,0,0,0,0,169,0,0,0,2025-03-14,16:35:00
2503141635-02,2025,03,14,2025-03-14,16:35:00,3,IA,19,0,0.75,0,0,0,0,42.0300,-93.6700,42.0300,-93.6700,0,0,0,0,0,169,0,0,0,2025-03-14,16:35:00
2503141636-01,2025,03,14,2025-03-14,16:36:00,3,IA,19,0,1.00,0,0,0,0,42.0400,-93.6900,42.0400,-93.6900,0,0,0,0,0,169,0,0,0,2025-03-14,16:36:00
2503141638-01,2025,03,14,2025-03-14,16:38:00,3,IA,19,0,1.00,0,0,0,0,41.8400,-94.1000,41.8400,-94.1000,0,0,0,0,0,49,0,0,0,2025-03-14,16:38:00
2503141644-01,2025,03,14,2025-03-14,16:44:00,3,IA,19,0,1.00,0,0,0,0,42.4200,-94.4800,42.4200,-94.4800,0,0,0,0,0,25,0,0,0,2025-03-14,16:44:00
2503141645-01,2025,03,14,2025-03-14,16:45:00,3,IA,19,0,1.00,0,0,0,0,42.1200,-93.7100,42.1200,-93.7100,0,0,0,0,0,15,0,0,0,2025-03-14,16:45:00
2503141647-01,2025,03,14,2025-03-14,16:47:00,3,AR,05,0,1.00,0,0,0,0,36.4903,-93.9315,36.4903,-93.9315,0,0,0,0,0,7,0,0,0,2025-03-14,16:47:00
2503141653-01,2025,03,14,2025-03-14,16:53:00,3,NE,31,0,1.00,0,0,0,0,41.6084,-97.5959,41.6084,-97.5959,0,0,0,0,0,141,0,0,0,2025-03-14,16:53:00
2503141654-01,2025,03,14,2025-03-14,16:54:00,3,MO,29,0,1.25,0,0,0,0,37.2100,-93.2900,37.2100,-93.2900,0,0,0,0,0,77,0,0,0,2025-03-14,16:54:00
2503141654-02,2025,03,14,2025-03-14,16:54:00,3,MO,29,0,1.00,0,0,0,0,36.6700,-93.6700,36.6700,-93.6700,0,0,0,0,0,9,0,0,0,2025-03-14,16:54:00
2503141700-01,2025,03,14,2025-03-14,17:00:00,3,MO,29,0,1.25,0,0,0,0,37.0200,-93.2100,37.0200,-93.2100,0,0,0,0,0,43,0,0,0,2025-03-14,17:00:00
2503141701-01,2025,03,14,2025-03-14,17:01:00,3,MO,29,0,1.00,0,0,0,0,37.2000,-93.2800,37.2000,-93.2800,0,0,0,0,0,77,0,0,0,2025-03-14,17:01:00
2503141706-01,2025,03,14,2025-03-14,17:06:00,3,MO,29,0,1.25,0,0,0,0,36.5800,-93.6700,36.5800,-93.6700,0,0,0,0,0,9,0,0,0,2025-03-14,17:06:00
2503141706-02,2025,03,14,2025-03-14,17:06:00,3,MO,29,0,2.75,0,0,50000,0,36.9400,-93.2800,36.9400,-93.2800,0,0,0,0,0,43,0,0,0,2025-03-14,17:06:00
2503141707-01,2025,03,14,2025-03-14,17:07:00,3,AR,05,0,0.75,0,0,0,0,36.4355,-93.9700,36.4355,-93.9700,0,0,0,0,0,7,0,0,0,2025-03-14,17:07:00
2503141708-01,2025,03,14,2025-03-14,17:08:00,3,MO,29,0,1.00,0,0,0,0,37.0000,-93.2000,37.0000,-93.2000,0,0,0,0,0,43,0,0,0,2025-03-14,17:08:00
2503141710-01,2025,03,14,2025-03-14,17:10:00,3,MO,29,0,1.00,0,0,0,0,37.0000,-93.2200,37.0000,-93.2200,0,0,0,0,0,43,0,0,0,2025-03-14,17:10:00
2503141711-01,2025,03,14,2025-03-14,17:11:00,3,MO,29,0,1.25,0,0,0,0,37.0200,-93.2300,37.0200,-93.2300,0,0,0,0,0,43,0,0,0,2025-03-14,17:11:00
2503141712-01,2025,03,14,2025-03-14,17:12:00,3,MO,29,0,1.75,0,0,20000,0,37.0200,-93.2000,37.0200,-93.2000,0,0,0,0,0,43,0,0,0,2025-03-14,17:12:00
2503141713-01,2025,03,14,2025-03-14,17:13:00,3,MO,29,0,1.00,0,0,0,0,37.0500,-93.2800,37.0500,-93.2800,0,0,0,0,0,43,0,0,0,2025-03-14,17:13:00
2503141714-01,2025,03,14,2025-03-14,17:14:00,3,MO,29,0,1.00,0,0,0,0,37.2700,-93.1100,37.2700,-93.1100,0,0,0,0,0,77,0,0,0,2025-03-14,17:14:00
2503141716-01,2025,03,14,2025-03-14,17:16:00,3,MO,29,0,1.00,0,0,0,0,37.0000,-93.1300,37.0000,-93.1300,0,0,0,0,0,43,0,0,0,2025-03-14,17:16:00
2503141717-01,2025,03,14,2025-03-14,17:17:00,3,MO,29,0,1.25,0,0,0,0,37.0400,-93.3300,37.0400,-93.3300,0,0,0,0,0,43,0,0,0,2025-03-14,17:17:00
2503141718-01,2025,03,14,2025-03-14,17:18:00,3,MO,29,0,1.25,0,0,0,0,36.7400,-93.4200,36.7400,-93.4200,0,0,0,0,0,209,0,0,0,2025-03-14,17:18:00
2503141724-01,2025,03,14,2025-03-14,17:24:00,3,MO,29,0,1.25,0,0,0,0,36.5800,-93.6700,36.5800,-93.6700,0,0,0,0,0,9,0,0,0,2025-03-14,17:24:00
2503141729-01,2025,03,14,2025-03-14,17:29:00,3,NE,31,0,1.00,0,0,0,0,41.9576,-97.4200,41.9576,-97.4200,0,0,0,0,0,119,0,0,0,2025-03-14,17:29:00
2503141732-01,2025,03,14,2025-03-14,17:32:00,3,MO,29,0,1.00,0,0,0,0,37.1200,-92.9700,37.1200,-92.9700,0,0,0,0,0,225,0,0,0,2025-03-14,17:32:00
2503141734-01,2025,03,14,2025-03-14,17:34:00,3,MO,29,0,1.50,0,0,0,0,36.6500,-93.6300,36.6500,-93.6300,0,0,0,0,0,9,0,0,0,2025-03-14,17:34:00
2503141745-01,2025,03,14,2025-03-14,17:45:00,3,MO,29,0,1.75,0,0,0,0,36.7500,-93.3800,36.7500,-93.3800,0,0,0,0,0,209,0,0,0,2025-03-14,17:45:00
2503141750-01,2025,03,14,2025-03-14,17:50:00,3,MO,29,0,1.00,0,0,0,0,36.8100,-93.2300,36.8100,-93.2300,0,0,0,0,0,213,0,0,0,2025-03-14,17:50:00
2503141750-02,2025,03,14,2025-03-14,17:50:00,3,MO,29,0,1.00,0,0,0,0,37.0100,-92.9900,37.0100,-92.9900,0,0,0,0,0,43,0,0,0,2025-03-14,17:50:00
2503141750-03,2025,03,14,2025-03-14,17:50:00,3,MO,29,0,1.00,0,0,0,0,37.6600,-92.6300,37.6600,-92.6300,0,0,0,0,0,105,0,0,0,2025-03-14,17:50:00
2503141754-01,2025,03,14,2025-03-14,17:54:00,3,MO,29,0,1.50,0,0,0,0,37.1500,-92.7700,37.1500,-92.7700,0,0,0,0,0,225,0,0,0,2025-03-14,17:54:00
2503141757-01,2025,03,14,2025-03-14,17:57:00,3,MO,29,0,1.00,0,0,0,0,39.0900,-91.9000,39.0900,-91.9000,0,0,0,0,0,7,0,0,0,2025-03-14,17:57:00
2503141800-01,2025,03,14,2025-03-14,18:00:00,3,MO,29,0,1.50,0,0,0,0,36.8700,-93.0600,36.8700,-93.0600,0,0,0,0,0,43,0,0,0,2025-03-14,18:00:00
2503141807-01,2025,03,14,2025-03-14,18:07:00,3,MO,29,0,1.50,0,0,0,0,38.6500,-92.1200,38.6500,-92.1200,0,0,0,0,0,27,0,0,0,2025-03-14,18:07:00
2503141815-01,2025,03,14,2025-03-14,18:15:00,3,MO,29,0,1.50,0,0,0,0,37.0100,-92.9100,37.0100,-92.9100,0,0,0,0,0,43,0,0,0,2025-03-14,18:15:00
2503141836-01,2025,03,14,2025-03-14,18:36:00,3,MO,29,0,1.00,0,0,0,0,37.6000,-92.1700,37.6000,-92.1700,0,0,0,0,0,215,0,0,0,2025-03-14,18:36:00
2503141836-02,2025,03,14,2025-03-14,18:36:00,3,MO,29,0,1.00,0,0,0,0,37.5600,-92.1400,37.5600,-92.1400,0,0,0,0,0,215,0,0,0,2025-03-14,18:36:00
2503141842-01,2025,03,14,2025-03-14,18:42:00,3,AR,05,0,1.00,0,0,0,0,35.4800,-93.4900,35.4800,-93.4900,0,0,0,0,0,71,0,0,0,2025-03-14,18:42:00
2503141852-01,2025,03,14,2025-03-14,18:52:00,3,AR,05,0,1.00,0,0,0,0,36.2500,-92.6900,36.2500,-92.6900,0,0,0,0,0,89,0,0,0,2025-03-14,18:52:00
2503141858-01,2025,03,14,2025-03-14,18:58:00,3,AR,05,0,1.00,0,0,0,0,35.4600,-93.4100,35.4600,-93.4100,0,0,0,0,0,71,0,0,0,2025-03-14,18:58:00
2503141900-01,2025,03,14,2025-03-14,19:00:00,3,MO,29,0,1.00,0,0,0,0,37.1500,-92.7700,37.1500,-92.7700,0,0,0,0,0,225,0,0,0,2025-03-14,19:00:00
2503141905-01,2025,03,14,2025-03-14,19:05:00,3,AR,05,0,1.75,0,0,0,0,35.9300,-93.1900,35.9300,-93.1900,0,0,0,0,0,101,0,0,0,2025-03-14,19:05:00
2503141906-01,2025,03,14,2025-03-14,19:06:00,3,MO,29,0,1.25,0,0,0,0,37.8600,-91.8000,37.8600,-91.8000,0,0,0,0,0,161,0,0,0,2025-03-14,19:06:00
2503141923-01,2025,03,14,2025-03-14,19:23:00,3,MO,29,0,1.00,0,0,0,0,38.0600,-91.4900,38.0600,-91.4900,0,0,0,0,0,55,0,0,0,2025-03-14,19:23:00
2503141930-01,2025,03,14,2025-03-14,19:30:00,3,MO,29,0,1.00,0,0,0,0,37.7200,-91.7200,37.7200,-91.7200,0,0,0,0,0,65,0,0,0,2025-03-14,19:30:00
2503141930-02,2025,03,14,2025-03-14,19:30:00,3,MO,29,0,1.00,0,0,0,0,38.0700,-91.4100,38.0700,-91.4100,0,0,0,0,0,55,0,0,0,2025-03-14,19:30:00
2503141930-03,2025,03,14,2025-03-14,19:30:00,3,TX,48,0,1.00,0,0,0,0,31.4900,-95.4900,31.4900,-95.4900,0,0,0,0,0,225,0,0,0,2025-03-14,19:30:00
2503141930-04,2025,03,14,2025-03-14,19:30:00,3,MO,29,0,2.00,0,0,0,0,37.3000,-92.5400,37.3000,-92.5400,0,0,0,0,0,229,0,0,0,2025-03-14,19:30:00
2503141934-01,2025,03,14,2025-03-14,19:34:00,3,MO,29,0,1.25,0,0,0,0,37.9800,-91.3600,37.9800,-91.3600,0,0,0,0,0,55,0,0,0,2025-03-14,19:34:00
2503141936-01,2025,03,14,2025-03-14,19:36:00,3,MO,29,0,1.50,0,0,0,0,37.4300,-92.3500,37.4300,-92.3500,0,0,0,0,0,229,0,0,0,2025-03-14,19:36:00
2503141937-01,2025,03,14,2025-03-14,19:37:00,3,MO,29,0,1.00,0,0,0,0,38.0900,-91.3700,38.0900,-91.3700,0,0,0,0,0,55,0,0,0,2025-03-14,19:37:00
2503141940-01,2025,03,14,2025-03-14,19:40:00,3,MO,29,0,1.25,0,0,0,0,38.1500,-91.2500,38.1500,-91.2500,0,0,0,0,0,55,0,0,0,2025-03-14,19:40:00
2503141941-01,2025,03,14,2025-03-14,19:41:00,3,MO,29,0,1.25,0,0,0,0,38.1500,-91.2500,38.1500,-91.2500,0,0,0,0,0,55,0,0,0,2025-03-14,19:41:00
2503141944-01,2025,03,14,2025-03-14,19:44:00,3,MO,29,0,1.50,0,0,0,0,38.1200,-91.3100,38.1200,-91.3100,0,0,0,0,0,55,0,0,0,2025-03-14,19:44:00
2503141945-01,2025,03,14,2025-03-14,19:45:00,3,MO,29,0,1.00,0,0,0,0,38.1400,-91.2600,38.1400,-91.2600,0,0,0,0,0,55,0,0,0,2025-03-14,19:45:00
2503141945-02,2025,03,14,2025-03-14,19:45:00,3,IL,17,0,1.75,0,0,0,0,39.6000,-90.8100,39.6000,-90.8100,0,0,0,0,0,149,0,0,0,2025-03-14,19:45:00
2503141946-01,2025,03,14,2025-03-14,19:46:00,3,IL,17,0,1.00,0,0,0,0,39.6100,-90.8000,39.6100,-90.8000,0,0,0,0,0,149,0,0,0,2025-03-14,19:46:00
2503141947-01,2025,03,14,2025-03-14,19:47:00,3,MO,29,0,1.75,0,0,0,0,38.4200,-90.9700,38.4200,-90.9700,0,0,0,0,0,71,0,0,0,2025-03-14,19:47:00
2503141947-02,2025,03,14,2025-03-14,19:47:00,3,IL,17,0,1.00,0,0,0,0,39.6000,-90.8100,39.6000,-90.8100,0,0,0,0,0,149,0,0,0,2025-03-14,19:47:00
2503141949-01,2025,03,14,2025-03-14,19:49:00,3,MO,29,0,1.00,0,0,0,0,38.2200,-91.1500,38.2200,-91.1500,0,0,0,0,0,71,0,0,0,2025-03-14,19:49:00
2503141950-01,2025,03,14,2025-03-14,19:50:00,3,MO,29,0,1.50,0,0,0,0,37.9700,-91.3600,37.9700,-91.3600,0,0,0,0,0,55,0,0,0,2025-03-14,19:50:00
2503141950-02,2025,03,14,2025-03-14,19:50:00,3,TX,48,0,1.00,0,0,0,0,31.3600,-95.1900,31.3600,-95.1900,0,0,0,0,0,225,0,0,0,2025-03-14,19:50:00
2503142000-01,2025,03,14,2025-03-14,20:00:00,3,MO,29,0,1.00,0,0,0,0,36.7200,-91.8700,36.7200,-91.8700,0,0,0,0,0,91,0,0,0,2025-03-14,20:00:00
2503142000-02,2025,03,14,2025-03-14,20:00:00,3,MO,29,0,1.75,0,0,0,0,37.8500,-91.2800,37.8500,-91.2800,0,0,0,0,0,55,0,0,0,2025-03-14,20:00:00
2503142002-01,2025,03,14,2025-03-14,20:02:00,3,MO,29,0,2.00,0,0,0,0,38.2100,-91.1600,38.2100,-91.1600,0,0,0,0,0,71,0,0,0,2025-03-14,20:02:00
2503142009-01,2025,03,14,2025-03-14,20:09:00,3,MO,29,0,1.00,0,0,0,0,38.4800,-90.7600,38.4800,-90.7600,0,0,0,0,0,71,0,0,0,2025-03-14,20:09:00
2503142019-01,2025,03,14,2025-03-14,20:19:00,3,MO,29,0,1.75,0,0,0,0,38.4200,-90.7900,38.4200,-90.7900,0,0,0,0,0,71,0,0,0,2025-03-14,20:19:00
2503142021-01,2025,03,14,2025-03-14,20:21:00,3,MO,29,0,1.00,0,0,0,0,38.3600,-90.6400,38.3600,-90.6400,0,0,0,0,0,99,0,0,0,2025-03-14,20:21:00
2503142021-02,2025,03,14,2025-03-14,20:21:00,3,MO,29,0,1.00,0,0,0,0,38.3600,-90.6400,38.3600,-90.6400,0,0,0,0,0,99,0,0,0,2025-03-14,20:21:00
2503142025-01,2025,03,14,2025-03-14,20:25:00,3,MO,29,0,1.50,0,0,0,0,38.5100,-90.6200,38.5100,-90.6200,0,0,0,0,0,189,0,0,0,2025-03-14,20:25:00
2503142025-02,2025,03,14,2025-03-14,20:25:00,3,MO,29,0,1.75,0,0,0,0,38.4100,-90.5800,38.4100,-90.5800,0,0,0,0,0,99,0,0,0,2025-03-14,20:25:00
2503142025-03,2025,03,14,2025-03-14,20:25:00,3,MO,29,0,1.25,0,0,0,0,38.3500,-90.6100,38.3500,-90.6100,0,0,0,0,0,99,0,0,0,2025-03-14,20:25:00
2503142027-01,2025,03,14,2025-03-14,20:27:00,3,MO,29,0,1.00,0,0,0,0,38.4000,-90.5500,38.4000,-90.5500,0,0,0,0,0,99,0,0,0,2025-03-14,20:27:00
2503142027-02,2025,03,14,2025-03-14,20:27:00,3,MO,29,0,1.25,0,0,0,0,38.7500,-90.5900,38.7500,-90.5900,0,0,0,0,0,183,0,0,0,2025-03-14,20:27:00
2503142028-01,2025,03,14,2025-03-14,20:28:00,3,MO,29,0,1.75,0,0,0,0,38.4100,-90.5800,38.4100,-90.5800,0,0,0,0,0,99,0,0,0,2025-03-14,20:28:00
2503142029-01,2025,03,14,2025-03-14,20:29:00,3,MO,29,0,1.00,0,0,0,0,38.4900,-90.5300,38.4900,-90.5300,0,0,0,0,0,99,0,0,0,2025-03-14,20:29:00
2503142030-01,2025,03,14,2025-03-14,20:30:00,3,MO,29,0,1.00,0,0,0,0,38.4700,-90.4800,38.4700,-90.4800,0,0,0,0,0,99,0,0,0,2025-03-14,20:30:00
2503142033-01,2025,03,14,2025-03-14,20:33:00,3,MO,29,0,1.00,0,0,0,0,38.4000,-90.5100,38.4000,-90.5100,0,0,0,0,0,99,0,0,0,2025-03-14,20:33:00
2503142033-02,2025,03,14,2025-03-14,20:33:00,3,MO,29,0,1.00,0,0,0,0,38.2000,-90.8200,38.2000,-90.8200,0,0,0,0,0,221,0,0,0,2025-03-14,20:33:00
2503142034-01,2025,03,14,2025-03-14,20:34:00,3,MO,29,0,1.00,0,0,0,0,38.5300,-90.4700,38.5300,-90.4700,0,0,0,0,0,189,0,0,0,2025-03-14,20:34:00
2503142035-01,2025,03,14,2025-03-14,20:35:00,3,MO,29,0,1.75,0,0,0,0,38.5100,-90.4500,38.5100,-90.4500,0,0,0,0,0,189,0,0,0,2025-03-14,20:35:00
2503142035-02,2025,03,14,2025-03-14,20:35:00,3,MO,29,0,1.00,0,0,0,0,38.4100,-90.4300,38.4100,-90.4300,0,0,0,0,0,99,0,0,0,2025-03-14,20:35:00
2503142036-01,2025,03,14,2025-03-14,20:36:00,3,MO,29,0,1.00,0,0,0,0,38.5000,-90.3300,38.5000,-90.3300,0,0,0,0,0,189,0,0,0,2025-03-14,20:36:00
2503142036-02,2025,03,14,2025-03-14,20:36:00,3,MO,29,0,1.00,0,0,0,0,38.6100,-90.5100,38.6100,-90.5100,0,0,0,0,0,189,0,0,0,2025-03-14,20:36:00
2503142036-03,2025,03,14,2025-03-14,20:36:00,3,MO,29,0,1.00,0,0,0,0,38.4900,-90.4700,38.4900,-90.4700,0,0,0,0,0,99,0,0,0,2025-03-14,20:36:00
2503142037-01,2025,03,14,2025-03-14,20:37:00,3,MO,29,0,1.00,0,0,0,0,38.4900,-90.4500,38.4900,-90.4500,0,0,0,0,0,99,0,0,0,2025-03-14,20:37:00
2503142037-02,2025,03,14,2025-03-14,20:37:00,3,MO,29,0,1.00,0,0,0,0,38.5500,-90.4000,38.5500,-90.4000,0,0,0,0,0,189,0,0,0,2025-03-14,20:37:00
2503142037-03,2025,03,14,2025-03-14,20:37:00,3,MO,29,0,1.00,0,0,0,0,38.5200,-90.3900,38.5200,-90.3900,0,0,0,0,0,189,0,0,0,2025-03-14,20:37:00
2503142038-01,2025,03,14,2025-03-14,20:38:00,3,MO,29,0,1.75,0,0,0,0,38.4400,-90.3100,38.4400,-90.3100,0,0,0,0,0,189,0,0,0,2025-03-14,20:38:00
2503142038-02,2025,03,14,2025-03-14,20:38:00,3,MO,29,0,1.00,0,0,0,0,38.5400,-90.4500,38.5400,-90.4500,0,0,0,0,0,189,0,0,0,2025-03-14,20:38:00
2503142038-03,2025,03,14,2025-03-14,20:38:00,3,MO,29,0,1.00,0,0,0,0,38.4400,-90.4100,38.4400,-90.4100,0,0,0,0,0,99,0,0,0,2025-03-14,20:38:00
2503142039-01,2025,03,14,2025-03-14,20:39:00,3,MO,29,0,1.25,0,0,0,0,38.5600,-90.4000,38.5600,-90.4000,0,0,0,0,0,189,0,0,0,2025-03-14,20:39:00
2503142039-02,2025,03,14,2025-03-14,20:39:00,3,MO,29,0,1.00,0,0,0,0,38.5300,-90.4700,38.5300,-90.4700,0,0,0,0,0,189,0,0,0,2025-03-14,20:39:00
2503142040-01,2025,03,14,2025-03-14,20:40:00,3,MO,29,0,1.00,0,0,0,0,38.4500,-90.3600,38.4500,-90.3600,0,0,0,0,0,99,0,0,0,2025-03-14,20:40:00
2503142040-02,2025,03,14,2025-03-14,20:40:00,3,MO,29,0,1.00,0,0,0,0,38.5700,-90.4200,38.5700,-90.4200,0,0,0,0,0,189,0,0,0,2025-03-14,20:40:00
2503142040-03,2025,03,14,2025-03-14,20:40:00,3,MO,29,0,2.00,0,0,0,0,38.4200,-90.3300,38.4200,-90.3300,0,0,0,0,0,189,0,0,0,2025-03-14,20:40:00
2503142040-04,2025,03,14,2025-03-14,20:40:00,3,MO,29,0,1.50,0,0,0,0,38.6100,-90.2800,38.6100,-90.2800,0,0,0,0,0,510,0,0,0,2025-03-14,20:40:00
2503142041-01,2025,03,14,2025-03-14,20:41:00,3,MO,29,0,1.00,0,0,0,0,38.5200,-90.3800,38.5200,-90.3800,0,0,0,0,0,189,0,0,0,2025-03-14,20:41:00
2503142041-02,2025,03,14,2025-03-14,20:41:00,3,MO,29,0,1.00,0,0,0,0,38.4700,-90.3600,38.4700,-90.3600,0,0,0,0,0,189,0,0,0,2025-03-14,20:41:00
2503142041-03,2025,03,14,2025-03-14,20:41:00,3,MO,29,0,1.00,0,0,0,0,38.5700,-90.4100,38.5700,-90.4100,0,0,0,0,0,189,0,0,0,2025-03-14,20:41:00
2503142042-01,2025,03,14,2025-03-14,20:42:00,3,MO,29,0,1.00,0,0,0,0,38.4700,-90.3600,38.4700,-90.3600,0,0,0,0,0,189,0,0,0,2025-03-14,20:42:00
2503142042-02,2025,03,14,2025-03-14,20:42:00,3,MO,29,0,1.00,0,0,0,0,38.5200,-90.2800,38.5200,-90.2800,0,0,0,0,0,189,0,0,0,2025-03-14,20:42:00
2503142042-03,2025,03,14,2025-03-14,20:42:00,3,MO,29,0,1.00,0,0,0,0,38.4300,-90.3100,38.4300,-90.3100,0,0,0,0,0,189,0,0,0,2025-03-14,20:42:00
