om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
752465,2024,01,09,2024-01-09,08:05:00,3,FL,12,0,60.0000,0,0,0,0,30.7000,-85.3800,30.7000,-85.3800,0,0,0,0,0,63,0,0,0,EG
752466,2024,01,09,2024-01-09,08:05:00,3,FL,12,0,60.0000,0,0,0,0,30.7600,-85.3700,30.7600,-85.3700,0,0,0,0,0,63,0,0,0,EG
752467,2024,01,09,2024-01-09,08:08:00,3,GA,13,0,39.0000,0,0,1000,0,33.8109,-83.9140,33.8109,-83.9140,0,0,0,0,0,297,0,0,0,EG
752468,2024,01,09,2024-01-09,08:11:00,3,FL,12,0,60.0000,0,0,0,0,30.8100,-85.3000,30.8100,-85.3000,0,0,0,0,0,63,0,0,0,EG
752469,2024,01,09,2024-01-09,08:12:00,3,FL,12,0,60.0000,0,0,0,0,30.9800,-85.2500,30.9800,-85.2500,0,0,0,0,0,63,0,0,0,EG
752470,2024,01,09,2024-01-09,08:13:00,3,FL,12,0,60.0000,0,0,0,0,30.9600,-85.2300,30.9600,-85.2300,0,0,0,0,0,63,0,0,0,EG
752471,2024,01,09,2024-01-09,08:14:00,3,FL,12,0,60.0000,0,0,2000,0,30.9500,-85.2400,30.9500,-85.2400,0,0,0,0,0,63,0,0,0,EG
752472,2024,01,09,2024-01-09,08:15:00,3,FL,12,0,60.0000,0,0,0,0,30.4700,-85.4200,30.4700,-85.4200,0,0,0,0,0,5,0,0,0,EG
752473,2024,01,09,2024-01-09,08:15:00,3,FL,12,0,60.0000,0,0,2000,0,30.5800,-85.3900,30.5800,-85.3900,0,0,0,0,0,63,0,0,0,EG
752474,2024,01,09,2024-01-09,08:15:00,3,AL,01,0,60.0000,0,0,10000,0,31.1800,-85.2300,31.1800,-85.2300,0,0,0,0,0,69,0,0,0,EG
752475,2024,01,09,2024-01-09,08:16:00,3,FL,12,0,60.0000,0,0,0,0,30.8700,-85.2300,30.8700,-85.2300,0,0,0,0,0,63,0,0,0,EG
752476,2024,01,09,2024-01-09,08:19:00,3,FL,12,0,60.0000,0,0,0,0,30.9600,-85.2000,30.9600,-85.2000,0,0,0,0,0,63,0,0,0,EG
752477,2024,01,09,2024-01-09,08:19:00,3,FL,12,0,60.0000,0,0,0,0,30.7300,-85.3100,30.7300,-85.3100,0,0,0,0,0,63,0,0,0,EG
752478,2024,01,09,2024-01-09,08:19:00,3,FL,12,0,60.0000,0,0,2000,0,30.6100,-85.3400,30.6100,-85.3400,0,0,0,0,0,63,0,0,0,EG
752479,2024,01,09,2024-01-09,08:21:00,3,FL,12,0,60.0000,0,0,0,0,30.6000,-85.3100,30.6000,-85.3100,0,0,0,0,0,63,0,0,0,EG
752480,2024,01,09,2024-01-09,08:21:00,3,FL,12,0,60.0000,0,0,0,0,30.6600,-85.3200,30.6600,-85.3200,0,0,0,0,0,63,0,0,0,EG
752481,2024,01,09,2024-01-09,08:21:00,3,FL,12,0,60.0000,0,0,3000,0,30.8700,-85.1600,30.8700,-85.1600,0,0,0,0,0,63,0,0,0,EG
752482,2024,01,09,2024-01-09,08:23:00,3,FL,12,0,60.0000,0,0,0,0,30.6600,-85.3000,30.6600,-85.3000,0,0,0,0,0,63,0,0,0,EG
752483,2024,01,09,2024-01-09,08:24:00,3,FL,12,0,60.0000,0,0,0,0,30.6600,-85.2900,30.6600,-85.2900,0,0,0,0,0,63,0,0,0,EG
752484,2024,01,09,2024-01-09,08:24:00,3,FL,12,0,60.0000,0,0,0,0,30.8700,-85.1300,30.8700,-85.1300,0,0,0,0,0,63,0,0,0,EG
752485,2024,01,09,2024-01-09,08:25:00,3,FL,12,0,60.0000,0,0,0,0,30.9000,-85.1000,30.9000,-85.1000,0,0,0,0,0,63,0,0,0,EG
752486,2024,01,09,2024-01-09,08:25:00,3,FL,12,0,60.0000,0,0,0,0,30.8600,-85.1400,30.8600,-85.1400,0,0,0,0,0,63,0,0,0,EG
752487,2024,01,09,2024-01-09,08:25:00,3,GA,13,0,43.0000,0,0,1000,0,32.3154,-84.5636,32.3154,-84.5636,0,0,0,0,0,197,0,0,0,EG
752488,2024,01,09,2024-01-09,08:26:00,3,FL,12,0,60.0000,0,0,0,0,30.8600,-85.1100,30.8600,-85.1100,0,0,0,0,0,63,0,0,0,EG
752489,2024,01,09,2024-01-09,08:28:00,3,FL,12,0,60.0000,0,0,0,0,30.6500,-85.2300,30.6500,-85.2300,0,0,0,0,0,63,0,0,0,EG
752490,2024,01,09,2024-01-09,08:28:00,3,FL,12,0,60.0000,0,0,0,0,30.9600,-85.0600,30.9600,-85.0600,0,0,0,0,0,63,0,0,0,EG
752491,2024,01,09,2024-01-09,08:30:00,3,FL,12,0,60.0000,0,0,0,0,30.6300,-85.1900,30.6300,-85.1900,0,0,0,0,0,63,0,0,0,EG
752492,2024,01,09,2024-01-09,08:30:00,3,GA,13,0,75.0000,0,0,5000,0,31.2900,-85.0700,31.2900,-85.0700,0,0,0,0,0,99,0,0,0,EG
752493,2024,01,09,2024-01-09,08:31:00,3,FL,12,0,65.0000,0,0,0,0,29.9500,-85.4300,29.9500,-85.4300,0,0,0,0,0,5,0,0,0,MG
752494,2024,01,09,2024-01-09,08:34:00,3,FL,12,0,60.0000,0,0,0,0,30.9400,-85.0200,30.9400,-85.0200,0,0,0,0,0,63,0,0,0,EG
752495,2024,01,09,2024-01-09,08:35:00,3,GA,13,0,60.0000,0,0,0,0,31.7700,-84.7800,31.7700,-84.7800,0,0,0,0,0,243,0,0,0,EG
752496,2024,01,09,2024-01-09,08:36:00,3,FL,12,0,60.0000,0,0,0,0,30.6900,-85.1300,30.6900,-85.1300,0,0,0,0,0,63,0,0,0,EG
752497,2024,01,09,2024-01-09,08:37:00,3,GA,13,0,60.0000,0,0,0,0,31.3700,-84.9300,31.3700,-84.9300,0,0,0,0,0,99,0,0,0,EG
752498,2024,01,09,2024-01-09,08:38:00,3,FL,12,0,60.0000,0,0,0,0,30.7400,-85.0900,30.7400,-85.0900,0,0,0,0,0,63,0,0,0,EG
752499,2024,01,09,2024-01-09,08:40:00,3,GA,13,0,60.0000,0,0,100000,0,31.0400,-84.8700,31.0400,-84.8700,0,0,0,0,0,253,0,0,0,EG
752500,2024,01,09,2024-01-09,08:45:00,3,GA,13,0,51.0000,0,0,0,0,32.5600,-84.2400,32.5600,-84.2400,0,0,0,0,0,269,0,0,0,MG
752501,2024,01,09,2024-01-09,08:50:00,3,FL,12,0,60.0000,0,0,0,0,30.1100,-85.2000,30.1100,-85.2000,0,0,0,0,0,45,0,0,0,EG
752502,2024,01,09,2024-01-09,08:50:00,3,GA,13,0,52.0000,0,0,1000,0,32.6519,-83.7951,32.6519,-83.7951,0,0,0,0,0,225,0,0,0,EG
752503,2024,01,09,2024-01-09,08:55:00,3,FL,12,0,60.0000,0,0,0,0,30.7000,-84.9800,30.7000,-84.9800,0,0,0,0,0,63,0,0,0,EG
752504,2024,01,09,2024-01-09,09:00:00,3,GA,13,0,50.0000,0,0,0,0,31.8900,-84.5100,31.8900,-84.5100,0,0,0,0,0,273,0,0,0,EG
752505,2024,01,09,2024-01-09,09:00:00,3,GA,13,0,56.0000,0,0,6000,0,32.4600,-83.7300,32.4600,-83.7300,0,0,0,0,0,153,0,0,0,EG
752506,2024,01,09,2024-01-09,09:09:00,3,GA,13,0,65.0000,0,0,5000,0,30.9300,-84.6400,30.9300,-84.6400,0,0,0,0,0,87,0,0,0,EG
752507,2024,01,09,2024-01-09,09:10:00,3,GA,13,0,56.0000,0,0,4000,0,32.6200,-83.6500,32.6200,-83.6500,0,0,0,0,0,153,0,0,0,EG
752508,2024,01,09,2024-01-09,09:13:00,3,GA,13,0,56.0000,0,0,11000,0,32.6069,-83.6359,32.6069,-83.6359,0,0,0,0,0,153,0,0,0,EG
752509,2024,01,09,2024-01-09,09:15:00,3,GA,13,0,59.0000,0,0,0,0,32.6400,-83.5924,32.6400,-83.5924,0,0,0,0,0,153,0,0,0,MG
752510,2024,01,09,2024-01-09,09:17:00,3,GA,13,0,60.0000,0,0,0,0,31.7100,-84.3400,31.7100,-84.3400,0,0,0,0,0,273,0,0,0,EG
752511,2024,01,09,2024-01-09,09:20:00,3,GA,13,0,43.0000,0,0,1000,0,33.1639,-83.3288,33.1639,-83.3288,0,0,0,0,0,9,0,0,0,EG
752512,2024,01,09,2024-01-09,09:25:00,3,GA,13,0,52.0000,0,0,1000,0,32.6805,-83.9042,32.6805,-83.9042,0,0,0,0,0,79,0,0,0,EG
752513,2024,01,09,2024-01-09,09:30:00,3,GA,13,0,39.0000,0,0,1000,0,33.8668,-83.1066,33.8668,-83.1066,0,0,0,0,0,221,0,0,0,EG
752514,2024,01,09,2024-01-09,09:35:00,3,GA,13,0,81.0000,0,0,0,0,31.7600,-84.1500,31.7600,-84.1500,0,0,0,0,0,177,0,0,0,MG
752515,2024,01,09,2024-01-09,09:37:00,3,GA,13,0,50.0000,0,0,10000,0,31.5800,-84.1800,31.5800,-84.1800,0,0,0,0,0,95,0,0,0,EG
752516,2024,01,09,2024-01-09,09:44:00,3,SC,45,0,50.0000,0,0,0,0,34.8340,-82.5720,34.8340,-82.5720,0,0,0,0,0,77,0,0,0,EG
752517,2024,01,09,2024-01-09,09:44:00,3,GA,13,0,50.0000,0,0,3000,0,31.0100,-83.8500,31.0100,-83.8500,0,0,0,0,0,275,0,0,0,EG
752518,2024,01,09,2024-01-09,09:45:00,3,GA,13,0,52.0000,0,0,1000,0,32.4457,-83.2954,32.4457,-83.2954,0,0,0,0,0,23,0,0,0,EG
752519,2024,01,09,2024-01-09,09:46:00,3,GA,13,0,52.0000,0,0,1000,0,32.4500,-83.2868,32.4500,-83.2868,0,0,0,0,0,23,0,0,0,EG
752520,2024,01,09,2024-01-09,09:47:00,3,GA,13,0,43.0000,0,0,1000,0,33.1028,-83.2453,33.1028,-83.2453,0,0,0,0,0,9,0,0,0,EG
752521,2024,01,09,2024-01-09,09:49:00,3,GA,13,0,50.0000,0,0,0,0,31.1400,-84.2100,31.1400,-84.2100,0,0,0,0,0,205,0,0,0,EG
752522,2024,01,09,2024-01-09,09:50:00,3,FL,12,0,55.0000,0,0,0,0,30.4700,-84.3400,30.4700,-84.3400,0,0,0,0,0,73,0,0,0,EG
752523,2024,01,09,2024-01-09,09:50:00,3,FL,12,0,55.0000,0,0,0,0,30.4300,-84.3500,30.4300,-84.3500,0,0,0,0,0,73,0,0,0,EG
752524,2024,01,09,2024-01-09,09:50:00,3,GA,13,0,60.0000,0,0,0,0,31.3800,-84.1600,31.3800,-84.1600,0,0,0,0,0,205,0,0,0,EG
752525,2024,01,09,2024-01-09,09:55:00,3,FL,12,0,55.0000,0,0,0,0,30.4400,-84.3200,30.4400,-84.3200,0,0,0,0,0,73,0,0,0,EG
752526,2024,01,09,2024-01-09,09:55:00,3,FL,12,0,55.0000,0,0,0,0,30.4100,-84.3300,30.4100,-84.3300,0,0,0,0,0,73,0,0,0,EG
752527,2024,01,09,2024-01-09,09:55:00,3,GA,13,0,48.0000,0,0,1000,0,33.0600,-83.2200,33.0600,-83.2200,0,0,0,0,0,9,0,0,0,EG
752528,2024,01,09,2024-01-09,10:00:00,3,FL,12,0,55.0000,0,0,0,0,30.5200,-84.1300,30.5200,-84.1300,0,0,0,0,0,73,0,0,0,EG
752529,2024,01,09,2024-01-09,10:00:00,3,FL,12,0,55.0000,0,0,0,0,30.6500,-84.2700,30.6500,-84.2700,0,0,0,0,0,73,0,0,0,EG
752530,2024,01,09,2024-01-09,10:00:00,3,FL,12,0,55.0000,0,0,0,0,30.5000,-84.2700,30.5000,-84.2700,0,0,0,0,0,73,0,0,0,EG
752531,2024,01,09,2024-01-09,10:00:00,3,FL,12,0,55.0000,0,0,0,0,30.4500,-84.2700,30.4500,-84.2700,0,0,0,0,0,73,0,0,0,EG
752532,2024,01,09,2024-01-09,10:00:00,3,GA,13,0,43.0000,0,0,1000,0,32.9965,-83.3930,32.9965,-83.3930,0,0,0,0,0,169,0,0,0,EG
752533,2024,01,09,2024-01-09,10:04:00,3,SC,45,0,50.0000,0,0,0,0,35.0570,-82.3630,35.0570,-82.3630,0,0,0,0,0,45,0,0,0,EG
752534,2024,01,09,2024-01-09,10:05:00,3,GA,13,0,50.0000,0,0,4000,0,31.5400,-83.8400,31.5400,-83.8400,0,0,0,0,0,321,0,0,0,EG
752535,2024,01,09,2024-01-09,10:05:00,3,GA,13,0,48.0000,0,0,1000,0,33.0533,-83.1240,33.0533,-83.1240,0,0,0,0,0,9,0,0,0,EG
752536,2024,01,09,2024-01-09,10:09:00,3,GA,13,0,56.0000,0,0,0,0,31.1000,-83.9500,31.1000,-83.9500,0,0,0,0,0,71,0,0,0,MG
752537,2024,01,09,2024-01-09,10:09:00,3,GA,13,0,50.0000,0,0,0,0,31.7400,-83.8100,31.7400,-83.8100,0,0,0,0,0,321,0,0,0,EG
752538,2024,01,09,2024-01-09,10:10:00,3,FL,12,0,55.0000,0,0,0,0,30.5000,-84.1700,30.5000,-84.1700,0,0,0,0,0,73,0,0,0,EG
752539,2024,01,09,2024-01-09,10:15:00,3,GA,13,0,55.0000,0,0,0,0,31.7100,-83.6600,31.7100,-83.6600,0,0,0,0,0,287,0,0,0,EG
752540,2024,01,09,2024-01-09,10:15:00,3,FL,12,0,55.0000,0,0,0,0,30.4600,-84.0900,30.4600,-84.0900,0,0,0,0,0,73,0,0,0,EG
752541,2024,01,09,2024-01-09,10:15:00,3,GA,13,0,50.0000,0,0,0,0,33.7800,-82.8100,33.7800,-82.8100,0,0,0,0,0,317,0,0,0,MG
752542,2024,01,09,2024-01-09,10:20:00,3,GA,13,0,55.0000,0,0,0,0,30.8400,-83.9800,30.8400,-83.9800,0,0,0,0,0,275,0,0,0,EG
752543,2024,01,09,2024-01-09,10:25:00,3,GA,13,0,52.0000,0,0,0,0,33.7391,-82.7210,33.7391,-82.7210,0,0,0,0,0,317,0,0,0,EG
752544,2024,01,09,2024-01-09,10:28:00,3,SC,45,0,50.0000,0,0,0,0,34.8180,-81.9900,34.8860,-81.9460,0,0,0,0,0,83,0,0,0,EG
752545,2024,01,09,2024-01-09,10:42:00,3,GA,13,0,61.0000,0,0,0,0,31.4400,-83.5000,31.4400,-83.5000,0,0,0,0,0,277,0,0,0,MG
752546,2024,01,09,2024-01-09,10:42:00,3,FL,12,0,55.0000,0,0,0,0,30.4800,-83.8600,30.4800,-83.8600,0,0,0,0,0,65,0,0,0,EG
752547,2024,01,09,2024-01-09,10:46:00,3,FL,12,0,55.0000,0,0,2000,0,30.5100,-83.8000,30.5100,-83.8000,0,0,0,0,0,65,0,0,0,EG
752548,2024,01,09,2024-01-09,10:50:00,3,GA,13,0,43.0000,0,0,1000,0,32.5176,-83.2198,32.5176,-83.2198,0,0,0,0,0,23,0,0,0,EG
752549,2024,01,09,2024-01-09,10:52:00,3,FL,12,0,55.0000,0,0,0,0,30.4400,-83.7600,30.4400,-83.7600,0,0,0,0,0,65,0,0,0,EG
752550,2024,01,09,2024-01-09,10:53:00,3,SC,45,0,50.0000,0,0,0,0,34.1900,-82.1600,34.1900,-82.1600,0,0,0,0,0,47,0,0,0,EG
752551,2024,01,09,2024-01-09,10:56:00,3,GA,13,0,55.0000,0,0,1000,0,31.3000,-83.4700,31.3000,-83.4700,0,0,0,0,0,75,0,0,0,EG
752552,2024,01,09,2024-01-09,10:58:00,3,GA,13,0,60.0000,0,0,0,0,33.7500,-82.5200,33.7500,-82.5200,0,0,0,0,0,181,0,0,0,EG
752553,2024,01,09,2024-01-09,11:01:00,3,SC,45,0,60.0000,0,0,0,0,33.8700,-82.3800,33.8700,-82.3800,0,0,0,0,0,65,0,0,0,EG
752554,2024,01,09,2024-01-09,11:01:00,3,GA,13,0,60.0000,0,0,0,0,33.7100,-82.4700,33.7100,-82.4700,0,0,0,0,0,181,0,0,0,EG
752555,2024,01,09,2024-01-09,11:11:00,3,SC,45,0,50.0000,0,0,0,0,34.8400,-81.6800,34.8400,-81.6800,0,0,0,0,0,87,0,0,0,EG
752556,2024,01,09,2024-01-09,11:11:00,3,SC,45,0,50.0000,0,0,0,0,34.4700,-81.8800,34.4700,-81.8800,0,0,0,0,0,59,0,0,0,EG
752557,2024,01,09,2024-01-09,11:24:00,3,GA,13,0,50.0000,0,0,4000,0,30.8500,-83.2800,30.8500,-83.2800,0,0,0,0,0,185,0,0,0,EG
752558,2024,01,09,2024-01-09,11:25:00,3,GA,13,0,50.0000,0,0,0,0,31.1000,-83.1300,31.1000,-83.1300,0,0,0,0,0,173,0,0,0,EG
752559,2024,01,09,2024-01-09,11:27:00,3,FL,12,0,55.0000,0,0,2000,0,30.4600,-83.4100,30.4600,-83.4100,0,0,0,0,0,79,0,0,0,EG
752560,2024,01,09,2024-01-09,11:27:00,3,GA,13,0,60.0000,0,0,0,0,33.6279,-82.3340,33.4690,-82.3214,0,0,0,0,0,73,0,0,0,EG
752561,2024,01,09,2024-01-09,11:30:00,3,GA,13,0,65.0000,0,0,5000,0,30.6900,-83.2900,30.6900,-83.2900,0,0,0,0,0,185,0,0,0,EG
752562,2024,01,09,2024-01-09,11:30:00,3,GA,13,0,52.0000,0,0,0,0,32.7265,-82.7140,32.7265,-82.7140,0,0,0,0,0,167,0,0,0,EG
752563,2024,01,09,2024-01-09,11:30:00,3,GA,13,0,52.0000,0,0,3000,0,32.0260,-82.7523,32.0260,-82.7523,0,0,0,0,0,309,0,0,0,EG
752564,2024,01,09,2024-01-09,11:35:00,3,GA,13,0,52.0000,0,0,3000,0,32.0800,-82.7500,32.0800,-82.7500,0,0,0,0,0,309,0,0,0,EG
752565,2024,01,09,2024-01-09,11:35:00,3,GA,13,0,60.0000,0,0,0,0,33.4980,-82.2333,33.4966,-82.1730,0,0,0,0,0,73,0,0,0,EG
752566,2024,01,09,2024-01-09,11:40:00,3,GA,13,0,52.0000,0,0,4000,0,32.4700,-82.5800,32.4700,-82.5800,0,0,0,0,0,283,0,0,0,EG
752567,2024,01,09,2024-01-09,11:51:00,3,SC,45,0,55.0000,0,0,0,0,33.5800,-82.0500,33.5800,-82.0500,0,0,0,0,0,37,0,0,0,EG
752568,2024,01,09,2024-01-09,11:53:00,3,GA,13,0,43.0000,0,0,1000,0,33.0121,-82.3919,33.0121,-82.3919,0,0,0,0,0,163,0,0,0,EG
752569,2024,01,09,2024-01-09,11:55:00,3,GA,13,0,100.0000,0,0,0,0,31.8500,-82.6400,31.8500,-82.6400,0,0,0,0,0,161,0,0,0,EG
752570,2024,01,09,2024-01-09,12:00:00,3,GA,13,0,70.0000,0,0,0,0,30.9900,-82.8700,30.9900,-82.8700,0,0,0,0,0,65,0,0,0,EG
752571,2024,01,09,2024-01-09,12:00:00,3,GA,13,0,70.0000,0,0,0,0,30.9900,-82.8700,30.9900,-82.8700,0,0,0,0,0,65,0,0,0,EG
752572,2024,01,09,2024-01-09,12:04:00,3,GA,13,0,60.0000,0,0,0,0,33.4726,-82.1287,33.4726,-82.1287,0,0,0,0,0,245,0,0,0,EG
752573,2024,01,09,2024-01-09,12:15:00,3,SC,45,0,56.0000,0,0,0,0,33.5900,-81.9600,33.5900,-81.9600,0,0,0,0,0,37,0,0,0,MG
752574,2024,01,09,2024-01-09,12:15:00,3,GA,13,0,55.0000,0,0,0,0,33.4400,-82.0000,33.4400,-82.0000,0,0,0,0,0,245,0,0,0,EG
752575,2024,01,09,2024-01-09,12:15:00,3,GA,13,0,55.0000,0,0,0,0,33.1400,-82.1100,33.1400,-82.1100,0,0,0,0,0,33,0,0,0,EG
752576,2024,01,09,2024-01-09,12:20:00,3,GA,13,0,50.0000,0,0,0,0,31.8000,-82.4800,31.8000,-82.4800,0,0,0,0,0,1,0,0,0,EG
752577,2024,01,09,2024-01-09,12:27:00,3,GA,13,0,65.0000,0,0,0,0,32.2800,-82.1400,32.2800,-82.1400,0,0,0,0,0,267,0,0,0,EG
752578,2024,01,09,2024-01-09,12:28:00,3,NC,37,0,50.0000,0,0,500,0,36.3800,-80.4900,36.3800,-80.4900,0,0,0,0,0,171,0,0,0,EG
752579,2024,01,09,2024-01-09,12:29:00,3,NC,37,0,50.0000,0,0,0,0,35.3100,-80.7300,35.3100,-80.7300,0,0,0,0,0,119,0,0,0,EG
752580,2024,01,09,2024-01-09,12:30:00,3,FL,12,0,50.0000,0,0,0,0,29.6300,-83.1200,29.6300,-83.1200,0,0,0,0,0,29,0,0,0,EG
752581,2024,01,09,2024-01-09,12:33:00,3,NC,37,0,50.0000,0,0,0,0,35.4940,-80.6350,35.3930,-80.5580,0,0,0,0,0,25,0,0,0,EG
752582,2024,01,09,2024-01-09,12:33:00,3,NC,37,0,50.0000,0,0,50000,0,35.5350,-80.6220,35.6910,-80.3870,0,0,0,0,0,159,0,0,0,EG
752583,2024,01,09,2024-01-09,12:34:00,3,GA,13,0,60.0000,0,0,0,0,33.0300,-81.7500,33.0300,-81.7500,0,0,0,0,0,33,0,0,0,EG
752584,2024,01,09,2024-01-09,12:40:00,3,NC,37,0,50.0000,0,0,2000,0,36.2382,-80.3712,36.2382,-80.3712,0,0,0,0,0,67,0,0,0,EG
752585,2024,01,09,2024-01-09,12:40:00,3,SC,45,0,60.0000,0,0,0,0,35.0542,-80.8953,35.0542,-80.8953,0,0,0,0,0,57,0,0,0,EG
752586,2024,01,09,2024-01-09,12:42:00,3,GA,13,0,65.0000,0,0,0,0,32.6300,-81.8600,32.6300,-81.8600,0,0,0,0,0,31,0,0,0,EG
752587,2024,01,09,2024-01-09,12:45:00,3,NC,37,0,50.0000,0,0,5000,0,36.0294,-80.3901,36.0294,-80.3901,0,0,0,0,0,67,0,0,0,EG
752588,2024,01,09,2024-01-09,12:45:00,3,NC,37,0,50.0000,0,0,25000,0,35.2140,-80.7160,35.2140,-80.7160,0,0,0,0,0,119,0,0,0,EG
752589,2024,01,09,2024-01-09,12:45:00,3,FL,12,0,50.0000,0,0,0,0,29.7200,-82.8000,29.7200,-82.8000,0,0,0,0,0,41,0,0,0,EG
752590,2024,01,09,2024-01-09,12:50:00,3,SC,45,0,55.0000,0,0,0,0,34.2200,-81.4100,34.2200,-81.4100,0,0,0,0,0,71,0,0,0,EG
752591,2024,01,09,2024-01-09,12:54:00,3,SC,45,0,60.0000,0,0,0,0,34.2100,-81.3500,34.2100,-81.3500,0,0,0,0,0,71,0,0,0,EG
752592,2024,01,09,2024-01-09,12:55:00,3,GA,13,0,50.0000,0,0,0,0,31.2900,-82.2200,31.2900,-82.2200,0,0,0,0,0,229,0,0,0,EG
752593,2024,01,09,2024-01-09,12:55:00,3,NC,37,0,50.0000,0,0,2000,0,36.1101,-80.2998,36.1101,-80.2998,0,0,0,0,0,67,0,0,0,EG
752594,2024,01,09,2024-01-09,12:55:00,3,GA,13,0,45.0000,0,0,1000,0,32.9800,-81.6200,32.9800,-81.6200,0,0,0,0,0,251,0,0,0,EG
752595,2024,01,09,2024-01-09,13:00:00,3,NC,37,0,50.0000,0,0,2000,0,36.0995,-80.2302,36.0995,-80.2302,0,0,0,0,0,67,0,0,0,EG
752596,2024,01,09,2024-01-09,13:00:00,3,NC,37,0,50.0000,0,0,10000,0,35.8237,-80.2658,35.8237,-80.2658,0,0,0,0,0,57,0,0,0,EG
752597,2024,01,09,2024-01-09,13:03:00,3,NC,37,0,50.0000,0,0,2000,0,36.1110,-80.1890,36.1110,-80.1890,0,0,0,0,0,67,0,0,0,EG
752598,2024,01,09,2024-01-09,13:12:00,3,NC,37,0,50.0000,0,0,10000,0,35.8826,-80.0815,35.8826,-80.0815,0,0,0,0,0,57,0,0,0,EG
752599,2024,01,09,2024-01-09,13:12:00,3,SC,45,0,50.0000,0,0,0,0,33.8200,-79.0900,33.8200,-79.0900,0,0,0,0,0,51,0,0,0,EG
752600,2024,01,09,2024-01-09,13:13:00,3,VA,51,0,50.0000,0,0,500,0,36.6600,-79.9400,36.6600,-79.9400,0,0,0,0,0,89,0,0,0,EG
752601,2024,01,09,2024-01-09,13:13:00,3,VA,51,0,50.0000,0,0,500,0,36.6900,-79.9071,36.6900,-79.9071,0,0,0,0,0,89,0,0,0,EG
752602,2024,01,09,2024-01-09,13:14:00,3,VA,51,0,50.0000,0,0,500,0,36.6569,-79.9177,36.6569,-79.9177,0,0,0,0,0,89,0,0,0,EG
752603,2024,01,09,2024-01-09,13:14:00,3,NC,37,0,50.0000,0,0,0,0,35.5900,-80.2750,35.5900,-80.2750,0,0,0,0,0,159,0,0,0,EG
752604,2024,01,09,2024-01-09,13:15:00,3,FL,12,0,50.0000,0,0,0,0,29.8300,-82.5600,29.8300,-82.5600,0,0,0,0,0,1,0,0,0,EG
752605,2024,01,09,2024-01-09,13:17:00,3,VA,51,0,55.0000,0,0,1500,0,36.6700,-79.8300,36.6700,-79.8300,0,0,0,0,0,89,0,0,0,EG
752606,2024,01,09,2024-01-09,13:19:00,3,VA,51,0,50.0000,0,0,500,0,36.7856,-79.8801,36.7856,-79.8801,0,0,0,0,0,89,0,0,0,EG
752607,2024,01,09,2024-01-09,13:22:00,3,NC,37,0,50.0000,0,0,0,0,35.0500,-80.7800,35.0500,-80.7800,0,0,0,0,0,119,0,0,0,EG
752608,2024,01,09,2024-01-09,13:23:00,3,VA,51,0,50.0000,0,0,1000,0,36.5700,-79.8100,36.5700,-79.8100,0,0,0,0,0,89,0,0,0,EG
752609,2024,01,09,2024-01-09,13:30:00,3,NC,37,0,50.0000,0,0,5000,0,35.1917,-80.1543,35.1917,-80.1543,0,0,0,0,0,167,0,0,0,EG
752610,2024,01,09,2024-01-09,13:30:00,3,SC,45,0,55.0000,0,0,0,0,34.3100,-80.9600,34.3100,-80.9600,0,0,0,0,0,39,0,0,0,EG
752611,2024,01,09,2024-01-09,13:36:00,3,NC,37,0,50.0000,0,0,5000,0,35.3512,-80.1902,35.3512,-80.1902,0,0,0,0,0,167,0,0,0,EG
752612,2024,01,09,2024-01-09,13:37:00,3,SC,45,0,55.0000,0,0,0,0,33.5900,-80.8700,33.5900,-80.8700,0,0,0,0,0,75,0,0,0,EG
752613,2024,01,09,2024-01-09,13:39:00,3,SC,45,0,60.0000,0,0,0,0,34.0200,-81.0100,34.0200,-81.0100,0,0,0,0,0,79,0,0,0,EG
752614,2024,01,09,2024-01-09,13:40:00,3,NC,37,0,50.0000,0,0,5000,0,35.8945,-79.9909,35.8945,-79.9909,0,0,0,0,0,151,0,0,0,EG
752615,2024,01,09,2024-01-09,13:42:00,3,VA,51,0,50.0000,0,0,1000,0,36.5500,-79.6100,36.5500,-79.6100,0,0,0,0,0,143,0,0,0,EG
752616,2024,01,09,2024-01-09,13:46:00,3,SC,45,0,55.0000,0,0,0,0,34.0100,-80.7300,34.0100,-80.7300,0,0,0,0,0,79,0,0,0,EG
752617,2024,01,09,2024-01-09,13:49:00,3,SC,45,0,55.0000,0,0,0,0,34.0800,-80.9300,34.0800,-80.9300,0,0,0,0,0,79,0,0,0,EG
752618,2024,01,09,2024-01-09,13:50:00,3,NC,37,0,50.0000,0,0,5000,0,35.8890,-79.8078,35.8165,-79.8034,0,0,0,0,0,151,0,0,0,EG
752619,2024,01,09,2024-01-09,13:50:00,3,SC,45,0,60.0000,0,0,0,0,34.7300,-80.7900,34.7300,-80.7900,0,0,0,0,0,57,0,0,0,EG
752620,2024,01,09,2024-01-09,13:50:00,3,SC,45,0,60.0000,0,0,0,0,34.6600,-80.7600,34.6600,-80.7600,0,0,0,0,0,57,0,0,0,EG
752621,2024,01,09,2024-01-09,13:54:00,3,VA,51,0,50.0000,0,0,500,0,36.6725,-79.4759,36.6725,-79.4759,0,0,0,0,0,143,0,0,0,EG
