om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt,edat,etime
2504022106-01,2025,04,02,2025-04-02,21:06:00,3,IN,18,0,50.0000,0,0,2000,0,39.9200,-85.3600,39.9200,-85.3600,0,0,0,0,0,65,0,0,0,EG,2025-04-02,21:06:00
2504022106-02,2025,04,02,2025-04-02,21:06:00,3,AR,05,0,52.0000,0,0,0,0,33.9500,-91.8200,33.9500,-91.8200,0,0,0,0,0,79,0,0,0,EG,2025-04-02,21:06:00
2504022107-01,2025,04,02,2025-04-02,21:07:00,3,OH,39,0,56.0000,0,0,0,0,40.8600,-84.5900,40.8600,-84.5900,0,0,0,0,0,161,0,0,0,MG,2025-04-02,21:08:00
2504022108-01,2025,04,02,2025-04-02,21:08:00,3,KY,21,0,52.0000,0,0,0,0,37.3706,-86.5507,37.3706,-86.5507,0,0,0,0,0,31,0,0,0,EG,2025-04-02,21:08:00
2504022110-01,2025,04,02,2025-04-02,21:10:00,3,IN,18,0,52.0000,0,0,0,0,38.4013,-86.9052,38.4013,-86.9052,0,0,0,0,0,37,0,0,0,EG,2025-04-02,21:10:00
2504022111-01,2025,04,02,2025-04-02,21:11:00,3,OH,39,0,52.0000,0,0,0,0,40.8500,-84.4500,40.8500,-84.4500,0,0,0,0,0,161,0,0,0,EG,2025-04-02,21:12:00
2504022115-01,2025,04,02,2025-04-02,21:15:00,3,OH,39,0,65.0000,0,0,20000,0,40.9200,-84.3400,40.9200,-84.3400,0,0,0,0,0,137,0,0,0,EG,2025-04-02,21:16:00
2504022116-01,2025,04,02,2025-04-02,21:16:00,3,IN,18,0,50.0000,0,0,2000,0,38.8200,-86.1700,38.8200,-86.1700,0,0,0,0,0,71,0,0,0,EG,2025-04-02,21:16:00
2504022118-01,2025,04,02,2025-04-02,21:18:00,3,KY,21,0,50.0000,0,0,0,0,37.8460,-87.0102,37.8460,-87.0102,0,0,0,0,0,91,0,0,0,EG,2025-04-02,21:18:00
2504022122-01,2025,04,02,2025-04-02,21:22:00,3,OH,39,0,55.0000,0,0,0,0,40.7100,-84.0200,40.7100,-84.0200,0,0,0,0,0,3,0,0,0,MG,2025-04-02,21:23:00
2504022123-01,2025,04,02,2025-04-02,21:23:00,3,TN,47,0,52.0000,0,0,0,0,36.3300,-88.2600,36.3300,-88.2600,0,0,0,0,0,79,0,0,0,EG,2025-04-02,21:28:00
2504022124-01,2025,04,02,2025-04-02,21:24:00,3,TN,47,0,52.0000,0,0,0,0,36.4500,-88.2900,36.4500,-88.2900,0,0,0,0,0,79,0,0,0,EG,2025-04-02,21:29:00
2504022126-01,2025,04,02,2025-04-02,21:26:00,3,IN,18,0,52.0000,0,0,0,0,38.5524,-86.0212,38.5524,-86.0212,0,0,0,0,0,175,0,0,0,EG,2025-04-02,21:26:00
2504022126-02,2025,04,02,2025-04-02,21:26:00,3,TN,47,0,52.0000,0,0,0,0,36.4400,-88.2100,36.4400,-88.2100,0,0,0,0,0,79,0,0,0,EG,2025-04-02,21:31:00
2504022129-01,2025,04,02,2025-04-02,21:29:00,3,IN,18,0,50.0000,0,0,2000,0,40.0500,-84.9400,40.0500,-84.9400,0,0,0,0,0,135,0,0,0,EG,2025-04-02,21:29:00
2504022135-01,2025,04,02,2025-04-02,21:35:00,3,OH,39,0,60.0000,0,0,1500,0,40.9588,-83.7824,40.9588,-83.7824,0,0,0,0,0,63,0,0,0,EG,2025-04-02,21:35:00
2504022135-02,2025,04,02,2025-04-02,21:35:00,3,OH,39,0,65.0000,0,0,1000,0,41.0402,-83.8548,41.1077,-83.7917,0,0,0,0,0,63,0,0,0,EG,2025-04-02,21:39:00
2504022137-01,2025,04,02,2025-04-02,21:37:00,3,OH,39,0,60.0000,0,0,1500,0,40.9073,-83.7464,40.9073,-83.7464,0,0,0,0,0,63,0,0,0,EG,2025-04-02,21:37:00
2504022139-01,2025,04,02,2025-04-02,21:39:00,3,OH,39,0,70.0000,0,0,20000,0,40.8573,-83.6809,40.8573,-83.6809,0,0,0,0,0,63,0,0,0,EG,2025-04-02,21:39:00
2504022143-01,2025,04,02,2025-04-02,21:43:00,3,KY,21,0,63.0000,0,0,0,0,37.2406,-87.1578,37.2406,-87.1578,0,0,0,0,0,177,0,0,0,MG,2025-04-02,21:43:00
2504022145-01,2025,04,02,2025-04-02,21:45:00,3,OH,39,0,60.0000,0,0,10000,0,41.1800,-83.6800,41.1800,-83.6800,0,0,0,0,0,173,0,0,0,EG,2025-04-02,21:45:00
2504022145-02,2025,04,02,2025-04-02,21:45:00,3,OH,39,0,60.0000,0,0,1500,0,40.9003,-83.5566,40.9003,-83.5566,0,0,0,0,0,63,0,0,0,EG,2025-04-02,21:45:00
2504022145-03,2025,04,02,2025-04-02,21:45:00,3,OH,39,0,60.0000,0,0,3000,0,41.0163,-83.6121,41.0163,-83.6121,0,0,0,0,0,63,0,0,0,EG,2025-04-02,21:45:00
2504022145-04,2025,04,02,2025-04-02,21:45:00,3,OH,39,0,60.0000,0,0,0,0,41.1727,-83.6101,41.1727,-83.6101,0,0,0,0,0,173,0,0,0,EG,2025-04-02,21:45:00
2504022145-05,2025,04,02,2025-04-02,21:45:00,3,IN,18,0,52.0000,0,0,0,0,38.7184,-85.6412,38.7184,-85.6412,0,0,0,0,0,77,0,0,0,EG,2025-04-02,21:45:00
2504022146-01,2025,04,02,2025-04-02,21:46:00,3,IN,18,0,50.0000,0,0,2000,0,39.0100,-85.6300,39.0100,-85.6300,0,0,0,0,0,79,0,0,0,EG,2025-04-02,21:46:00
2504022149-01,2025,04,02,2025-04-02,21:49:00,3,IN,18,0,50.0000,0,0,1000,0,39.6300,-84.9300,39.6300,-84.9300,0,0,0,0,0,161,0,0,0,EG,2025-04-02,21:51:00
2504022153-01,2025,04,02,2025-04-02,21:53:00,3,KY,21,0,50.0000,0,0,0,0,37.9693,-86.2191,37.9693,-86.2191,0,0,0,0,0,163,0,0,0,EG,2025-04-02,21:53:00
2504022153-02,2025,04,02,2025-04-02,21:53:00,3,OH,39,0,80.0000,0,0,170000,0,41.1594,-83.4624,41.1594,-83.4624,0,0,0,0,0,63,0,0,0,EG,2025-04-02,21:53:00
2504022153-03,2025,04,02,2025-04-02,21:53:00,3,OH,39,0,63.0000,0,0,0,0,41.0161,-83.6667,41.0161,-83.6667,0,0,0,0,0,63,0,0,0,MG,2025-04-02,21:53:00
2504022153-04,2025,04,02,2025-04-02,21:53:00,3,OH,39,0,55.0000,0,0,6000,0,41.3910,-83.6505,41.3910,-83.6505,0,0,0,0,0,173,0,0,0,EG,2025-04-02,21:53:00
2504022153-05,2025,04,02,2025-04-02,21:53:00,3,OH,39,0,51.0000,0,0,0,0,41.3748,-83.6507,41.3748,-83.6507,0,0,0,0,0,173,0,0,0,MG,2025-04-02,21:53:00
2504022153-06,2025,04,02,2025-04-02,21:53:00,3,OH,39,0,70.0000,0,0,10000,0,40.8611,-83.3995,40.8611,-83.3995,0,0,0,0,0,175,0,0,0,EG,2025-04-02,21:53:00
2504022155-01,2025,04,02,2025-04-02,21:55:00,3,OH,39,0,70.0000,0,0,10000,0,40.9525,-83.3826,40.9525,-83.3826,0,0,0,0,0,175,0,0,0,EG,2025-04-02,21:55:00
2504022156-01,2025,04,02,2025-04-02,21:56:00,3,KY,21,0,60.0000,0,0,0,0,37.9300,-86.1800,37.9300,-86.1800,0,0,0,0,0,163,0,0,0,EG,2025-04-02,21:56:00
2504022157-01,2025,04,02,2025-04-02,21:57:00,3,IN,18,0,55.0000,0,0,0,0,38.3805,-85.7688,38.3805,-85.7688,0,0,0,0,0,19,0,0,0,EG,2025-04-02,21:57:00
2504022158-01,2025,04,02,2025-04-02,21:58:00,3,KY,21,0,53.0000,0,0,0,0,37.9296,-86.1709,37.9296,-86.1709,0,0,0,0,0,163,0,0,0,EG,2025-04-02,21:58:00
2504022159-01,2025,04,02,2025-04-02,21:59:00,3,KY,21,0,52.0000,0,0,0,0,37.9376,-86.1648,37.9376,-86.1648,0,0,0,0,0,163,0,0,0,EG,2025-04-02,21:59:00
2504022200-01,2025,04,02,2025-04-02,22:00:00,3,IN,18,0,52.0000,0,0,0,0,38.3928,-85.7546,38.3928,-85.7546,0,0,0,0,0,19,0,0,0,EG,2025-04-02,22:00:00
2504022201-01,2025,04,02,2025-04-02,22:01:00,3,IN,18,0,52.0000,0,0,0,0,38.7696,-85.5453,38.7696,-85.5453,0,0,0,0,0,77,0,0,0,EG,2025-04-02,22:01:00
2504022203-01,2025,04,02,2025-04-02,22:03:00,3,KY,21,0,50.0000,0,0,0,0,37.9249,-86.8874,37.9249,-86.8874,0,0,0,0,0,91,0,0,0,EG,2025-04-02,22:03:00
2504022204-01,2025,04,02,2025-04-02,22:04:00,3,KY,21,0,50.0000,0,0,0,0,38.3995,-85.3737,38.3995,-85.3737,0,0,0,0,0,185,0,0,0,EG,2025-04-02,22:04:00
2504022205-01,2025,04,02,2025-04-02,22:05:00,3,OH,39,0,55.0000,0,0,0,0,41.4106,-83.4607,41.4106,-83.4607,0,0,0,0,0,173,0,0,0,EG,2025-04-02,22:05:00
2504022205-02,2025,04,02,2025-04-02,22:05:00,3,OH,39,0,65.0000,0,0,10000,0,41.4500,-83.4152,41.4500,-83.4152,0,0,0,0,0,173,0,0,0,EG,2025-04-02,22:05:00
2504022205-03,2025,04,02,2025-04-02,22:05:00,3,OH,39,0,55.0000,0,0,0,0,41.3819,-83.4554,41.3819,-83.4554,0,0,0,0,0,173,0,0,0,EG,2025-04-02,22:05:00
2504022207-01,2025,04,02,2025-04-02,22:07:00,3,OH,39,0,60.0000,0,0,5000,0,41.4744,-83.2968,41.4744,-83.2968,0,0,0,0,0,123,0,0,0,EG,2025-04-02,22:07:00
2504022210-01,2025,04,02,2025-04-02,22:10:00,3,KY,21,0,60.0000,0,0,0,0,38.0200,-85.8800,38.0200,-85.8800,0,0,0,0,0,29,0,0,0,EG,2025-04-02,22:10:00
2504022212-01,2025,04,02,2025-04-02,22:12:00,3,KY,21,0,51.0000,0,0,0,0,38.0500,-85.8400,38.0500,-85.8400,0,0,0,0,0,29,0,0,0,EG,2025-04-02,22:12:00
2504022212-02,2025,04,02,2025-04-02,22:12:00,3,IN,18,0,50.0000,0,0,0,0,38.2400,-86.1300,38.2400,-86.1300,0,0,0,0,0,61,0,0,0,MG,2025-04-02,22:12:00
2504022213-01,2025,04,02,2025-04-02,22:13:00,3,OH,39,0,50.0000,0,0,1000,0,40.3505,-84.1181,40.3505,-84.1181,0,0,0,0,0,149,0,0,0,EG,2025-04-02,22:15:00
2504022215-01,2025,04,02,2025-04-02,22:15:00,3,OH,39,0,50.0000,0,0,0,0,41.2981,-83.0354,41.2981,-83.0354,0,0,0,0,0,143,0,0,0,MG,2025-04-02,22:15:00
2504022215-02,2025,04,02,2025-04-02,22:15:00,3,TN,47,0,52.0000,0,0,0,0,35.2500,-88.9900,35.2500,-88.9900,0,0,0,0,0,69,0,0,0,EG,2025-04-02,22:20:00
2504022219-01,2025,04,02,2025-04-02,22:19:00,3,KY,21,0,50.0000,0,0,0,0,38.0434,-85.7007,38.0434,-85.7007,0,0,0,0,0,29,0,0,0,EG,2025-04-02,22:19:00
2504022220-01,2025,04,02,2025-04-02,22:20:00,3,KY,21,0,52.0000,0,0,0,0,38.0634,-85.6664,38.0634,-85.6664,0,0,0,0,0,29,0,0,0,EG,2025-04-02,22:20:00
2504022224-01,2025,04,02,2025-04-02,22:24:00,3,OH,39,0,60.0000,0,0,3000,0,41.5180,-82.8234,41.5180,-82.8234,0,0,0,0,0,123,0,0,0,EG,2025-04-02,22:24:00
2504022224-02,2025,04,02,2025-04-02,22:24:00,3,TN,47,0,52.0000,0,0,0,0,35.9900,-88.0700,35.9900,-88.0700,0,0,0,0,0,5,0,0,0,EG,2025-04-02,22:29:00
2504022225-01,2025,04,02,2025-04-02,22:25:00,3,KY,21,0,52.0000,0,0,0,0,38.2908,-85.6804,38.2908,-85.6804,0,0,0,0,0,111,0,0,0,EG,2025-04-02,22:25:00
2504022227-01,2025,04,02,2025-04-02,22:27:00,3,OH,39,0,60.0000,0,0,1500,0,41.3928,-82.7709,41.3928,-82.7709,0,0,0,0,0,43,0,0,0,EG,2025-04-02,22:27:00
2504022231-01,2025,04,02,2025-04-02,22:31:00,3,KY,21,0,55.0000,0,0,0,0,37.4006,-86.3272,37.4006,-86.3272,0,0,0,0,0,85,0,0,0,EG,2025-04-02,22:31:00
2504022232-01,2025,04,02,2025-04-02,22:32:00,3,KY,21,0,52.0000,0,0,0,0,38.3400,-85.5600,38.3400,-85.5600,0,0,0,0,0,185,0,0,0,EG,2025-04-02,22:32:00
2504022233-01,2025,04,02,2025-04-02,22:33:00,3,OH,39,0,59.0000,0,0,0,0,41.0300,-83.9800,41.0300,-83.9800,0,0,0,0,0,137,0,0,0,MG,2025-04-02,22:34:00
2504022240-01,2025,04,02,2025-04-02,22:40:00,3,KY,21,0,52.0000,0,0,0,0,37.5600,-86.2200,37.5600,-86.2200,0,0,0,0,0,85,0,0,0,EG,2025-04-02,22:40:00
2504022240-02,2025,04,02,2025-04-02,22:40:00,3,TN,47,0,61.0000,0,0,25000,0,36.1759,-87.8983,36.1759,-87.8983,0,0,0,0,0,85,0,0,0,EG,2025-04-02,22:40:00
2504022240-03,2025,04,02,2025-04-02,22:40:00,3,OH,39,0,50.0000,0,0,250,0,39.2400,-84.5800,39.2400,-84.5800,0,0,0,0,0,61,0,0,0,EG,2025-04-02,22:42:00
2504022243-01,2025,04,02,2025-04-02,22:43:00,3,TN,47,0,52.0000,0,0,10000,0,36.3200,-87.7000,36.3200,-87.7000,0,0,0,0,0,83,0,0,0,EG,2025-04-02,22:43:00
2504022243-02,2025,04,02,2025-04-02,22:43:00,3,KY,21,0,55.0000,0,0,0,0,38.3228,-85.3042,38.3228,-85.3042,0,0,0,0,0,211,0,0,0,EG,2025-04-02,22:43:00
2504022247-01,2025,04,02,2025-04-02,22:47:00,3,OH,39,0,50.0000,0,0,4000,0,39.5518,-84.3551,39.5518,-84.3551,0,0,0,0,0,165,0,0,0,EG,2025-04-02,22:49:00
2504022250-01,2025,04,02,2025-04-02,22:50:00,3,TN,47,0,61.0000,0,0,25000,0,36.1200,-87.6300,36.1200,-87.6300,0,0,0,0,0,85,0,0,0,EG,2025-04-02,22:50:00
2504022250-02,2025,04,02,2025-04-02,22:50:00,3,TN,47,0,61.0000,0,0,25000,0,36.1219,-87.6283,36.1219,-87.6283,0,0,0,0,0,85,0,0,0,EG,2025-04-02,22:50:00
2504022252-01,2025,04,02,2025-04-02,22:52:00,3,OH,39,0,63.0000,0,0,0,0,39.1100,-84.4200,39.1100,-84.4200,0,0,0,0,0,61,0,0,0,MG,2025-04-02,22:53:00
2504022252-02,2025,04,02,2025-04-02,22:52:00,3,OH,39,0,63.0000,0,0,0,0,39.1100,-84.4200,39.1100,-84.4200,0,0,0,0,0,61,0,0,0,MG,2025-04-02,22:53:00
2504022252-03,2025,04,02,2025-04-02,22:52:00,3,OH,39,0,50.0000,0,0,3000,0,39.0500,-84.3300,39.0500,-84.3300,0,0,0,0,0,61,0,0,0,EG,2025-04-02,22:54:00
2504022253-01,2025,04,02,2025-04-02,22:53:00,3,OH,39,0,50.0000,0,0,4000,0,39.1800,-84.3300,39.1800,-84.3300,0,0,0,0,0,61,0,0,0,EG,2025-04-02,22:55:00
2504022253-02,2025,04,02,2025-04-02,22:53:00,3,OH,39,0,55.0000,0,0,8000,0,39.7000,-84.2100,39.7000,-84.2100,0,0,0,0,0,113,0,0,0,EG,2025-04-02,22:55:00
2504022255-01,2025,04,02,2025-04-02,22:55:00,3,KY,21,0,50.0000,0,0,1000,0,39.0100,-84.3200,39.0100,-84.3200,0,0,0,0,0,37,0,0,0,EG,2025-04-02,22:57:00
2504022256-01,2025,04,02,2025-04-02,22:56:00,3,OH,39,0,50.0000,0,0,1000,0,39.7100,-84.1900,39.7100,-84.1900,0,0,0,0,0,113,0,0,0,EG,2025-04-02,22:58:00
2504022257-01,2025,04,02,2025-04-02,22:57:00,3,TN,47,0,52.0000,0,0,10000,0,36.5024,-87.2200,36.5024,-87.2200,0,0,0,0,0,125,0,0,0,EG,2025-04-02,22:57:00
2504022257-02,2025,04,02,2025-04-02,22:57:00,3,OH,39,0,50.0000,0,0,30000,0,39.1609,-84.2382,39.1609,-84.2382,0,0,0,0,0,25,0,0,0,EG,2025-04-02,22:59:00
2504022259-01,2025,04,02,2025-04-02,22:59:00,3,OH,39,0,51.0000,0,0,0,0,39.5900,-84.2300,39.5900,-84.2300,0,0,0,0,0,113,0,0,0,MG,2025-04-02,23:00:00
2504022300-01,2025,04,02,2025-04-02,23:00:00,3,OH,39,0,50.0000,0,0,8000,0,39.1800,-84.2100,39.1800,-84.2100,0,0,0,0,0,25,0,0,0,EG,2025-04-02,23:02:00
2504022303-01,2025,04,02,2025-04-02,23:03:00,3,OH,39,0,50.0000,0,0,5000,0,39.1887,-84.1906,39.1887,-84.1906,0,0,0,0,0,25,0,0,0,EG,2025-04-02,23:05:00
2504022303-02,2025,04,02,2025-04-02,23:03:00,3,OH,39,0,50.0000,0,0,5000,0,39.0800,-84.3000,39.0800,-84.3000,0,0,0,0,0,25,0,0,0,EG,2025-04-02,23:05:00
2504022308-01,2025,04,02,2025-04-02,23:08:00,3,KY,21,0,50.0000,0,0,0,0,38.1900,-84.9000,38.1900,-84.9000,0,0,0,0,0,73,0,0,0,MG,2025-04-02,23:08:00
2504022308-02,2025,04,02,2025-04-02,23:08:00,3,KY,21,0,50.0000,0,0,0,0,38.1800,-84.9100,38.1800,-84.9100,0,0,0,0,0,73,0,0,0,MG,2025-04-02,23:08:00
2504022309-01,2025,04,02,2025-04-02,23:09:00,3,TN,47,0,52.0000,0,0,20000,0,36.5300,-87.2780,36.5300,-87.2780,0,0,0,0,0,125,0,0,0,EG,2025-04-02,23:09:00
2504022320-01,2025,04,02,2025-04-02,23:20:00,3,OH,39,0,50.0000,0,0,10000,0,39.4900,-83.7900,39.4900,-83.7900,0,0,0,0,0,27,0,0,0,EG,2025-04-02,23:22:00
2504022321-01,2025,04,02,2025-04-02,23:21:00,3,OH,39,0,60.0000,0,0,10000,0,40.8707,-82.6451,40.8707,-82.6451,0,0,0,0,0,139,0,0,0,EG,2025-04-02,23:21:00
2504022321-02,2025,04,02,2025-04-02,23:21:00,3,OH,39,0,50.0000,0,0,6000,0,39.2600,-83.7500,39.2600,-83.7500,0,0,0,0,0,71,0,0,0,EG,2025-04-02,23:23:00
2504022322-01,2025,04,02,2025-04-02,23:22:00,3,KY,21,0,60.0000,0,0,0,0,38.4935,-84.5566,38.4935,-84.5566,0,0,0,0,0,97,0,0,0,EG,2025-04-02,23:22:00
2504022324-01,2025,04,02,2025-04-02,23:24:00,3,MS,28,0,83.0000,0,0,5000,0,34.5800,-90.1000,34.6000,-90.0800,0,0,0,0,0,137,0,0,0,EG,2025-04-02,23:28:00
2504022324-02,2025,04,02,2025-04-02,23:24:00,3,OH,39,0,50.0000,0,0,0,0,39.4300,-83.7800,39.4300,-83.7800,0,0,0,0,0,27,0,0,0,MG,2025-04-02,23:25:00
2504022325-01,2025,04,02,2025-04-02,23:25:00,3,KY,21,0,52.0000,0,0,0,0,36.6998,-86.9586,36.6998,-86.9586,0,0,0,0,0,141,0,0,0,EG,2025-04-02,23:25:00
2504022326-01,2025,04,02,2025-04-02,23:26:00,3,OH,39,0,50.0000,0,0,5000,0,39.2000,-83.6900,39.2000,-83.6900,0,0,0,0,0,71,0,0,0,EG,2025-04-02,23:28:00
2504022326-02,2025,04,02,2025-04-02,23:26:00,3,MS,28,0,66.0000,0,0,5000,0,34.6200,-90.0700,34.6200,-90.0700,0,0,0,0,0,137,0,0,0,EG,2025-04-02,23:28:00
2504022330-01,2025,04,02,2025-04-02,23:30:00,3,KY,21,0,52.0000,0,0,0,0,36.8500,-86.8900,36.8500,-86.8900,0,0,0,0,0,141,0,0,0,EG,2025-04-02,23:30:00
2504022330-02,2025,04,02,2025-04-02,23:30:00,3,KY,21,0,52.0000,0,0,0,0,36.6700,-86.8500,36.6700,-86.8500,0,0,0,0,0,141,0,0,0,EG,2025-04-02,23:30:00
2504022330-03,2025,04,02,2025-04-02,23:30:00,3,KY,21,0,52.0000,0,0,0,0,37.0513,-86.7416,37.0513,-86.7416,0,0,0,0,0,31,0,0,0,EG,2025-04-02,23:30:00
2504022334-01,2025,04,02,2025-04-02,23:34:00,3,TN,47,0,76.0000,0,0,10000,0,35.1300,-88.7100,35.1500,-88.6600,0,0,0,0,0,109,0,0,0,EG,2025-04-02,23:40:00
2504022335-01,2025,04,02,2025-04-02,23:35:00,3,KY,21,0,50.0000,0,0,0,0,38.5000,-84.3500,38.5000,-84.3500,0,0,0,0,0,97,0,0,0,MG,2025-04-02,23:35:00
2504022336-01,2025,04,02,2025-04-02,23:36:00,3,KY,21,0,60.0000,0,0,0,0,36.8275,-86.5061,36.8275,-86.5061,0,0,0,0,0,227,0,0,0,EG,2025-04-02,23:36:00
2504022336-02,2025,04,02,2025-04-02,23:36:00,3,KY,21,0,55.0000,0,0,0,0,36.7400,-86.5100,36.7400,-86.5100,0,0,0,0,0,213,0,0,0,EG,2025-04-02,23:36:00
2504022336-03,2025,04,02,2025-04-02,23:36:00,3,AR,05,0,96.0000,0,0,110000,0,33.2836,-93.3276,33.2836,-93.3276,0,0,0,0,0,27,0,0,0,EG,2025-04-02,23:38:00
2504022338-01,2025,04,02,2025-04-02,23:38:00,3,KY,21,0,55.0000,0,0,0,0,36.7361,-86.5083,36.7361,-86.5083,0,0,0,0,0,213,0,0,0,EG,2025-04-02,23:38:00
2504022339-01,2025,04,02,2025-04-02,23:39:00,3,OH,39,0,50.0000,0,0,3000,0,39.5100,-83.3800,39.5100,-83.3800,0,0,0,0,0,47,0,0,0,EG,2025-04-02,23:41:00
2504022340-01,2025,04,02,2025-04-02,23:40:00,3,KY,21,0,55.0000,0,0,0,0,36.8531,-86.4243,36.8531,-86.4243,0,0,0,0,0,227,0,0,0,EG,2025-04-02,23:40:00
2504022342-01,2025,04,02,2025-04-02,23:42:00,3,KY,21,0,52.0000,0,0,0,0,36.8827,-86.3559,36.8827,-86.3559,0,0,0,0,0,227,0,0,0,EG,2025-04-02,23:42:00
2504022347-01,2025,04,02,2025-04-02,23:47:00,3,OH,39,0,50.0000,0,0,10000,0,39.5500,-83.2600,39.5500,-83.2600,0,0,0,0,0,129,0,0,0,EG,2025-04-02,23:49:00
2504022348-01,2025,04,02,2025-04-02,23:48:00,3,KY,21,0,50.0000,0,0,0,0,37.0700,-86.3100,37.0700,-86.3100,0,0,0,0,0,227,0,0,0,EG,2025-04-02,23:48:00
2504022348-02,2025,04,02,2025-04-02,23:48:00,3,KY,21,0,52.0000,0,0,0,0,36.9600,-86.4900,36.9600,-86.4900,0,0,0,0,0,227,0,0,0,MG,2025-04-02,23:48:00
2504022349-01,2025,04,02,2025-04-02,23:49:00,3,KY,21,0,50.0000,0,0,5000,0,38.7097,-83.9263,38.7097,-83.9263,0,0,0,0,0,161,0,0,0,EG,2025-04-02,23:51:00
2504022351-01,2025,04,02,2025-04-02,23:51:00,3,KY,21,0,54.0000,0,0,0,0,36.9700,-86.4200,36.9700,-86.4200,0,0,0,0,0,227,0,0,0,MG,2025-04-02,23:51:00
2504022352-01,2025,04,02,2025-04-02,23:52:00,3,OH,39,0,55.0000,0,0,0,0,40.6785,-82.5831,40.6785,-82.5831,0,0,0,0,0,139,0,0,0,EG,2025-04-02,23:52:00
2504022358-01,2025,04,02,2025-04-02,23:58:00,3,KY,21,0,50.0000,0,0,2000,0,38.7000,-83.8200,38.7000,-83.8200,0,0,0,0,0,161,0,0,0,EG,2025-04-03,00:00:00
2504030000-01,2025,04,03,2025-04-03,00:00:00,3,GU,66,0,32.0000,0,0,20000,0,7.0697,171.3065,7.2203,171.0623,0,0,0,0,0,3,0,0,0,MG,2025-04-03,02:00:00
2504030006-01,2025,04,03,2025-04-03,00:06:00,3,OH,39,0,50.0000,0,0,6000,0,38.7900,-83.5400,38.7900,-83.5400,0,0,0,0,0,1,0,0,0,EG,2025-04-03,00:08:00
2504030010-01,2025,04,03,2025-04-03,00:10:00,3,MS,28,0,74.0000,0,0,5000,0,34.8300,-89.5700,34.8300,-89.5700,0,0,0,0,0,93,0,0,0,EG,2025-04-03,00:12:00
2504030014-01,2025,04,03,2025-04-03,00:14:00,3,KY,21,0,50.0000,0,0,0,0,36.9616,-85.8841,36.9616,-85.8841,0,0,0,0,0,9,0,0,0,EG,2025-04-03,00:14:00
2504030017-01,2025,04,03,2025-04-03,00:17:00,3,OH,39,0,50.0000,0,0,15000,0,40.0000,-82.6400,40.0000,-82.6400,0,0,0,0,0,89,0,0,0,EG,2025-04-03,00:19:00
2504030022-01,2025,04,03,2025-04-03,00:22:00,3,MS,28,0,82.0000,0,0,3000,0,34.9500,-89.4200,34.9500,-89.4200,0,0,0,0,0,93,0,0,0,EG,2025-04-03,00:24:00
2504030025-01,2025,04,03,2025-04-03,00:25:00,3,KY,21,0,55.0000,0,0,0,0,36.9900,-85.7000,36.9900,-85.7000,0,0,0,0,0,169,0,0,0,MG,2025-04-03,00:25:00
2504030025-02,2025,04,03,2025-04-03,00:25:00,3,KY,21,0,55.0000,0,0,0,0,37.0000,-85.7000,37.0000,-85.7000,0,0,0,0,0,169,0,0,0,MG,2025-04-03,00:25:00
2504030033-01,2025,04,03,2025-04-03,00:33:00,3,KY,21,0,60.0000,0,0,0,0,37.1701,-85.4713,37.1701,-85.4713,0,0,0,0,0,87,0,0,0,EG,2025-04-03,00:33:00
2504030034-01,2025,04,03,2025-04-03,00:34:00,3,OH,39,0,50.0000,0,0,8000,0,39.6900,-82.3800,39.6900,-82.3800,0,0,0,0,0,45,0,0,0,EG,2025-04-03,00:36:00
2504030035-01,2025,04,03,2025-04-03,00:35:00,3,TN,47,0,70.0000,0,0,3000,0,35.0300,-89.2500,35.0300,-89.2500,0,0,0,0,0,47,0,0,0,EG,2025-04-03,00:37:00
2504030037-01,2025,04,03,2025-04-03,00:37:00,3,KY,21,0,50.0000,0,0,0,1000,38.4739,-83.7126,38.4739,-83.7126,0,0,0,0,0,69,0,0,0,EG,2025-04-03,00:37:00
2504030039-01,2025,04,03,2025-04-03,00:39:00,3,OH,39,0,50.0000,0,0,5000,0,39.7200,-82.3000,39.7200,-82.3000,0,0,0,0,0,127,0,0,0,EG,2025-04-03,00:39:00
2504030043-01,2025,04,03,2025-04-03,00:43:00,3,OH,39,0,50.0000,0,0,6000,0,39.7200,-82.2100,39.7200,-82.2100,0,0,0,0,0,127,0,0,0,EG,2025-04-03,00:43:00
2504030045-01,2025,04,03,2025-04-03,00:45:00,3,KY,21,0,54.0000,0,0,0,0,37.1400,-85.2900,37.1400,-85.2900,0,0,0,0,0,1,0,0,0,MG,2025-04-03,00:45:00
2504030049-01,2025,04,03,2025-04-03,00:49:00,3,OH,39,0,55.0000,0,0,0,0,41.0808,-81.5575,41.0808,-81.5575,0,0,0,0,0,153,0,0,0,EG,2025-04-03,00:49:00
2504030051-01,2025,04,03,2025-04-03,00:51:00,3,OH,39,0,55.0000,0,0,7000,0,39.8100,-82.0700,39.8100,-82.0700,0,0,0,0,0,119,0,0,0,EG,2025-04-03,00:51:00
2504030051-02,2025,04,03,2025-04-03,00:51:00,3,KY,21,0,50.0000,0,0,2000,0,38.6000,-83.2500,38.6000,-83.2500,0,0,0,0,0,135,0,0,0,EG,2025-04-03,00:53:00
