om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
682659,2024,01,08,2024-01-08,11:52:00,3,LA,22,0,2.00,0,0,0,0,30.1252,-93.2163,30.1252,-93.2163,0,0,0,0,0,19,0,0,0
682660,2024,01,08,2024-01-08,12:10:00,3,LA,22,0,2.00,0,0,0,0,30.2200,-93.1600,30.2200,-93.1600,0,0,0,0,0,19,0,0,0
682661,2024,01,08,2024-01-08,12:24:00,3,LA,22,0,1.00,0,0,0,0,30.3800,-93.2000,30.3800,-93.2000,0,0,0,0,0,19,0,0,0
682662,2024,01,08,2024-01-08,13:54:00,3,TX,48,0,1.00,0,0,0,0,29.5200,-97.6900,29.5200,-97.6900,0,0,0,0,0,177,0,0,0
682663,2024,01,08,2024-01-08,13:58:00,3,TX,48,0,2.25,0,0,0,0,29.5200,-97.6800,29.5200,-97.6800,0,0,0,0,0,177,0,0,0
682664,2024,01,08,2024-01-08,14:00:00,3,TX,48,0,0.88,0,0,0,0,29.6400,-97.5800,29.6400,-97.5800,0,0,0,0,0,55,0,0,0
682665,2024,01,08,2024-01-08,14:00:00,3,TX,48,0,3.00,0,0,0,0,29.5100,-97.5500,29.5100,-97.5500,0,0,0,0,0,177,0,0,0
682666,2024,01,08,2024-01-08,14:00:00,3,TX,48,0,2.50,0,0,0,0,29.5000,-97.6200,29.5000,-97.6200,0,0,0,0,0,177,0,0,0
682667,2024,01,08,2024-01-08,14:05:00,3,TX,48,0,2.50,0,0,5000,0,29.5700,-97.4700,29.5700,-97.4700,0,0,0,0,0,177,0,0,0
682668,2024,01,08,2024-01-08,14:09:00,3,TX,48,0,1.75,0,0,0,0,29.5100,-97.5000,29.5100,-97.5000,0,0,0,0,0,177,0,0,0
682669,2024,01,08,2024-01-08,15:20:00,3,TX,48,0,0.75,0,0,0,0,30.0414,-96.3191,30.0414,-96.3191,0,0,0,0,0,15,0,0,0
682670,2024,01,08,2024-01-08,15:30:00,3,MS,28,0,1.75,0,0,200000,0,31.0400,-89.1800,31.0400,-89.1800,0,0,0,0,0,35,0,0,0
682671,2024,01,08,2024-01-08,15:42:00,3,TX,48,0,1.00,0,0,0,0,29.5000,-96.5700,29.5000,-96.5700,0,0,0,0,0,89,0,0,0
682672,2024,01,08,2024-01-08,16:01:00,3,MS,28,0,1.25,0,0,200000,0,32.8500,-90.4100,32.8500,-90.4100,0,0,0,0,0,163,0,0,0
682673,2024,01,08,2024-01-08,16:09:00,3,MS,28,0,1.00,0,0,30000,0,33.1400,-91.0660,33.1400,-91.0660,0,0,0,0,0,151,0,0,0
682674,2024,01,08,2024-01-08,17:19:00,3,LA,22,0,1.00,0,0,0,0,30.3600,-90.0500,30.3600,-90.0500,0,0,0,0,0,103,0,0,0
682675,2024,01,08,2024-01-08,17:52:00,3,LA,22,0,1.00,0,0,0,0,30.3800,-89.7400,30.3800,-89.7400,0,0,0,0,0,103,0,0,0
682676,2024,01,08,2024-01-08,18:15:00,3,MS,28,0,1.00,0,0,0,0,30.4500,-89.4300,30.4500,-89.4300,0,0,0,0,0,45,0,0,0
682677,2024,01,08,2024-01-08,18:36:00,3,MS,28,0,1.25,0,0,0,0,30.6300,-89.1400,30.6300,-89.1400,0,0,0,0,0,47,0,0,0
682678,2024,01,08,2024-01-08,18:50:00,3,MS,28,0,1.50,0,0,0,0,30.7100,-88.9400,30.7100,-88.9400,0,0,0,0,0,131,0,0,0
682679,2024,01,09,2024-01-09,04:55:00,3,FL,12,0,1.25,0,0,0,0,30.6800,-85.9800,30.6800,-85.9800,0,0,0,0,0,131,0,0,0
682680,2024,01,09,2024-01-09,05:01:00,3,FL,12,0,1.00,0,0,0,0,30.6900,-86.0000,30.6900,-86.0000,0,0,0,0,0,131,0,0,0
682681,2024,01,09,2024-01-09,05:25:00,3,FL,12,0,1.75,0,0,0,0,30.1600,-85.7200,30.1600,-85.7200,0,0,0,0,0,5,0,0,0
682682,2024,01,09,2024-01-09,05:30:00,3,FL,12,0,1.25,0,0,0,0,30.1800,-85.7800,30.1800,-85.7800,0,0,0,0,0,5,0,0,0
682683,2024,01,09,2024-01-09,05:30:00,3,FL,12,0,1.75,0,0,0,0,30.1600,-85.7300,30.1600,-85.7300,0,0,0,0,0,5,0,0,0
682684,2024,01,09,2024-01-09,05:37:00,3,FL,12,0,2.00,0,0,0,0,30.2700,-85.6700,30.2700,-85.6700,0,0,0,0,0,5,0,0,0
682685,2024,01,09,2024-01-09,05:52:00,3,AL,01,0,2.75,0,0,0,0,31.2100,-85.4000,31.2100,-85.4000,0,0,0,0,0,69,0,0,0
682686,2024,01,09,2024-01-09,05:53:00,3,AL,01,0,1.50,0,0,0,0,31.2200,-85.3900,31.2200,-85.3900,0,0,0,0,0,69,0,0,0
682687,2024,01,09,2024-01-09,09:40:00,3,GA,13,0,1.00,0,0,0,0,31.6100,-84.1500,31.6100,-84.1500,0,0,0,0,0,95,0,0,0
682688,2024,01,09,2024-01-09,13:04:00,3,SC,45,0,0.25,0,0,100,100,34.1700,-81.2700,34.1700,-81.2700,0,0,0,0,0,79,0,0,0
682689,2024,01,09,2024-01-09,15:39:00,3,NC,37,0,1.00,0,0,0,0,34.0200,-77.9100,34.0200,-77.9100,0,0,0,0,0,129,0,0,0
682690,2024,01,11,2024-01-11,20:13:00,3,AR,05,0,1.00,0,0,0,0,35.2500,-93.0500,35.2500,-93.0500,0,0,0,0,0,115,0,0,0
682691,2024,01,11,2024-01-11,21:29:00,3,OK,40,0,0.75,0,0,0,0,35.6081,-95.8591,35.6081,-95.8591,0,0,0,0,0,111,0,0,0
682692,2024,01,11,2024-01-11,21:38:00,3,MO,29,0,0.75,0,0,0,0,36.7400,-93.2000,36.7400,-93.2000,0,0,0,0,0,213,0,0,0
682693,2024,01,11,2024-01-11,21:42:00,3,OK,40,0,0.88,0,0,0,0,35.7500,-95.4057,35.7500,-95.4057,0,0,0,0,0,101,0,0,0
682694,2024,01,11,2024-01-11,22:04:00,3,OK,40,0,0.75,0,0,0,0,35.9796,-95.2437,35.9796,-95.2437,0,0,0,0,0,21,0,0,0
682695,2024,01,11,2024-01-11,22:04:00,3,OK,40,0,0.75,0,0,0,0,35.4995,-95.5251,35.4995,-95.5251,0,0,0,0,0,91,0,0,0
682696,2024,01,11,2024-01-11,22:09:00,3,OK,40,0,0.75,0,0,0,0,35.5775,-95.4761,35.5775,-95.4761,0,0,0,0,0,101,0,0,0
682697,2024,01,11,2024-01-11,22:10:00,3,OK,40,0,1.00,0,0,0,0,35.2376,-96.2420,35.2376,-96.2420,0,0,0,0,0,63,0,0,0
682698,2024,01,11,2024-01-11,22:16:00,3,AR,05,0,1.00,0,0,0,0,34.4200,-93.6200,34.4200,-93.6200,0,0,0,0,0,97,0,0,0
682699,2024,01,11,2024-01-11,22:26:00,3,OK,40,0,0.75,0,0,0,0,36.0391,-95.0494,36.0391,-95.0494,0,0,0,0,0,21,0,0,0
682700,2024,01,11,2024-01-11,22:49:00,3,OK,40,0,0.75,0,0,0,0,36.1766,-94.5724,36.1766,-94.5724,0,0,0,0,0,41,0,0,0
682701,2024,01,11,2024-01-11,23:02:00,3,AR,05,0,0.75,0,0,0,0,35.2600,-92.4000,35.2600,-92.4000,0,0,0,0,0,45,0,0,0
682702,2024,01,11,2024-01-11,23:07:00,3,AR,05,0,0.75,0,0,0,0,36.4915,-94.2274,36.4915,-94.2274,0,0,0,0,0,7,0,0,0
682703,2024,01,11,2024-01-11,23:10:00,3,AR,05,0,0.75,0,0,0,0,36.3767,-94.2938,36.3767,-94.2938,0,0,0,0,0,7,0,0,0
682704,2024,01,11,2024-01-11,23:21:00,3,AR,05,0,0.75,0,0,0,0,36.4611,-94.1533,36.4611,-94.1533,0,0,0,0,0,7,0,0,0
682705,2024,01,11,2024-01-11,23:29:00,3,AR,05,0,1.00,0,0,0,0,34.8000,-92.5000,34.8000,-92.5000,0,0,0,0,0,119,0,0,0
682706,2024,01,11,2024-01-11,23:33:00,3,AR,05,0,0.88,0,0,0,0,35.0400,-92.3300,35.0400,-92.3300,0,0,0,0,0,45,0,0,0
682707,2024,01,11,2024-01-11,23:39:00,3,AR,05,0,1.00,0,0,0,0,36.0008,-94.0090,36.0008,-94.0090,0,0,0,0,0,143,0,0,0
682708,2024,01,11,2024-01-11,23:39:00,3,AR,05,0,1.25,0,0,0,0,34.8600,-92.4000,34.8600,-92.4000,0,0,0,0,0,119,0,0,0
682709,2024,01,11,2024-01-11,23:41:00,3,AR,05,0,1.25,0,0,0,0,34.8900,-92.3600,34.8900,-92.3600,0,0,0,0,0,119,0,0,0
682710,2024,01,11,2024-01-11,23:42:00,3,AR,05,0,1.00,0,0,0,0,34.8700,-92.3600,34.8700,-92.3600,0,0,0,0,0,119,0,0,0
682711,2024,01,11,2024-01-11,23:54:00,3,MO,29,0,0.75,0,0,0,0,36.7800,-93.6900,36.7800,-93.6900,0,0,0,0,0,9,0,0,0
682712,2024,01,12,2024-01-12,00:14:00,3,MO,29,0,0.75,0,0,0,0,36.6400,-93.1800,36.6400,-93.1800,0,0,0,0,0,213,0,0,0
682713,2024,01,12,2024-01-12,00:15:00,3,AR,05,0,1.00,0,0,0,0,34.9500,-92.2500,34.9500,-92.2500,0,0,0,0,0,45,0,0,0
682714,2024,01,12,2024-01-12,00:17:00,3,MO,29,0,1.00,0,0,0,0,36.6900,-93.1200,36.6900,-93.1200,0,0,0,0,0,213,0,0,0
682715,2024,01,12,2024-01-12,00:21:00,3,AR,05,0,1.00,0,0,0,0,34.6700,-92.5100,34.6700,-92.5100,0,0,0,0,0,125,0,0,0
682716,2024,01,12,2024-01-12,00:28:00,3,AR,05,0,1.50,0,0,0,0,35.2500,-91.7200,35.2500,-91.7200,0,0,0,0,0,145,0,0,0
682717,2024,01,12,2024-01-12,00:37:00,3,TX,48,0,1.00,0,0,0,0,33.1800,-95.2200,33.1800,-95.2200,0,0,0,0,0,159,0,0,0
682718,2024,01,12,2024-01-12,00:38:00,3,AR,05,0,1.00,0,0,0,0,35.3100,-91.5700,35.3100,-91.5700,0,0,0,0,0,145,0,0,0
682719,2024,01,12,2024-01-12,00:40:00,3,AR,05,0,1.00,0,0,0,0,35.6200,-90.9000,35.6200,-90.9000,0,0,0,0,0,111,0,0,0
682720,2024,01,12,2024-01-12,01:00:00,3,AR,05,0,1.00,0,0,0,0,35.7400,-90.5600,35.7400,-90.5600,0,0,0,0,0,31,0,0,0
682721,2024,01,12,2024-01-12,01:42:00,3,AR,05,0,1.00,0,0,0,0,33.7200,-94.3900,33.7200,-94.3900,0,0,0,0,0,81,0,0,0
682722,2024,01,12,2024-01-12,01:59:00,3,AR,05,0,1.00,0,0,0,0,35.1100,-92.7700,35.1100,-92.7700,0,0,0,0,0,29,0,0,0
682723,2024,01,23,2024-01-23,05:00:00,3,TX,48,0,1.50,0,0,0,0,30.5400,-98.3600,30.5400,-98.3600,0,0,0,0,0,299,0,0,0
682724,2024,01,24,2024-01-24,01:06:00,3,TX,48,0,0.88,0,0,0,0,28.9000,-99.1200,28.9000,-99.1200,0,0,0,0,0,163,0,0,0
682725,2024,01,24,2024-01-24,01:43:00,3,TX,48,0,1.25,0,0,0,0,29.0800,-98.7200,29.0800,-98.7200,0,0,0,0,0,13,0,0,0
682726,2024,01,24,2024-01-24,01:45:00,3,TX,48,0,2.00,0,0,0,0,29.0900,-98.6800,29.0900,-98.6800,0,0,0,0,0,13,0,0,0
682727,2024,01,24,2024-01-24,01:55:00,3,TX,48,0,1.50,0,0,0,0,29.0500,-98.5900,29.0500,-98.5900,0,0,0,0,0,13,0,0,0
682728,2024,01,25,2024-01-25,01:18:00,3,TX,48,0,1.25,0,0,0,0,30.3900,-94.3200,30.3900,-94.3200,0,0,0,0,0,199,0,0,0
682729,2024,01,25,2024-01-25,01:24:00,3,TX,48,0,1.75,0,0,0,0,30.3800,-94.3200,30.3800,-94.3200,0,0,0,0,0,199,0,0,0
682730,2024,01,26,2024-01-26,16:45:00,3,TX,48,0,1.00,0,0,0,0,31.9000,-100.6100,31.9000,-100.6100,0,0,0,0,0,81,0,0,0
682731,2024,01,26,2024-01-26,17:14:00,3,TX,48,0,1.50,0,0,0,0,31.8800,-100.4800,31.8800,-100.4800,0,0,0,0,0,81,0,0,0
682732,2024,01,26,2024-01-26,17:35:00,3,TX,48,0,1.75,0,0,0,0,30.6500,-93.8900,30.6500,-93.8900,0,0,0,0,0,241,0,0,0
682733,2024,01,26,2024-01-26,17:59:00,3,TX,48,0,4.00,0,0,0,0,30.8500,-93.7400,30.8500,-93.7400,0,0,0,0,0,351,0,0,0
682734,2024,01,26,2024-01-26,18:05:00,3,TX,48,0,4.00,0,0,2000,0,30.8500,-93.7500,30.8500,-93.7500,0,0,0,0,0,351,0,0,0
682735,2024,02,02,2024-02-02,17:27:00,3,TX,48,0,1.00,0,0,0,0,34.4792,-100.7024,34.4792,-100.7024,0,0,0,0,0,191,0,0,0
682736,2024,02,02,2024-02-02,17:53:00,3,TX,48,0,0.88,0,0,0,0,33.4490,-99.6241,33.4490,-99.6241,0,0,0,0,0,275,0,0,0
682737,2024,02,02,2024-02-02,18:15:00,3,TX,48,0,1.25,0,0,0,0,29.3100,-100.4200,29.3100,-100.4200,0,0,0,0,0,271,0,0,0
682738,2024,02,02,2024-02-02,18:16:00,3,TX,48,0,1.25,0,0,0,0,34.3042,-100.2000,34.4200,-100.2000,0,0,0,0,0,75,0,0,0
682739,2024,02,02,2024-02-02,18:57:00,3,OK,40,0,1.25,0,0,0,0,34.9010,-99.8596,34.9010,-99.8596,0,0,0,0,0,57,0,0,0
682740,2024,02,02,2024-02-02,20:05:00,3,TX,48,0,1.00,0,0,0,0,33.3700,-98.7800,33.3700,-98.7800,0,0,0,0,0,503,0,0,0
682741,2024,02,03,2024-02-03,04:10:00,3,TX,48,0,1.00,0,0,0,0,28.4700,-98.1800,28.4700,-98.1800,0,0,0,0,0,297,0,0,0
682742,2024,02,03,2024-02-03,21:35:00,3,TX,48,0,0.88,0,0,0,0,32.5300,-94.3800,32.5300,-94.3800,0,0,0,0,0,203,0,0,0
682743,2024,02,04,2024-02-04,13:56:00,3,FL,12,0,0.75,0,0,0,0,29.6600,-82.3800,29.6600,-82.3800,0,0,0,0,0,1,0,0,0
682744,2024,02,04,2024-02-04,13:56:00,3,FL,12,0,1.00,0,0,0,0,29.6500,-82.3700,29.6500,-82.3700,0,0,0,0,0,1,0,0,0
682745,2024,02,04,2024-02-04,14:01:00,3,FL,12,0,0.75,0,0,0,0,29.6100,-82.3700,29.6100,-82.3700,0,0,0,0,0,1,0,0,0
682746,2024,02,04,2024-02-04,14:10:00,3,FL,12,0,1.00,0,0,0,0,30.2200,-82.1600,30.2200,-82.1600,0,0,0,0,0,3,0,0,0
682747,2024,02,04,2024-02-04,14:13:00,3,GA,13,0,1.00,0,0,0,0,30.9400,-83.2400,30.9400,-83.2400,0,0,0,0,0,185,0,0,0
682748,2024,02,04,2024-02-04,14:44:00,3,FL,12,0,1.00,0,0,0,0,29.9100,-82.0900,29.9100,-82.0900,0,0,0,0,0,7,0,0,0
682749,2024,02,04,2024-02-04,14:55:00,3,FL,12,0,0.75,0,0,0,0,29.9500,-82.0900,29.9500,-82.0900,0,0,0,0,0,7,0,0,0
682750,2024,02,04,2024-02-04,15:10:00,3,FL,12,0,1.00,0,0,0,0,30.0000,-82.0400,30.0000,-82.0400,0,0,0,0,0,19,0,0,0
682751,2024,02,04,2024-02-04,16:00:00,3,FL,12,0,0.88,0,0,0,0,30.2900,-81.8300,30.2900,-81.8300,0,0,0,0,0,31,0,0,0
682752,2024,02,04,2024-02-04,16:10:00,3,FL,12,0,0.88,0,0,0,0,29.1600,-82.1200,29.1600,-82.1200,0,0,0,0,0,83,0,0,0
682753,2024,02,04,2024-02-04,16:20:00,3,FL,12,0,1.25,0,0,0,0,28.7800,-82.6200,28.7800,-82.6200,0,0,0,0,0,17,0,0,0
682754,2024,02,04,2024-02-04,16:25:00,3,FL,12,0,0.88,0,0,0,0,29.0594,-82.0074,29.0594,-82.0074,0,0,0,0,0,83,0,0,0
682755,2024,02,04,2024-02-04,17:12:00,3,FL,12,0,1.25,0,0,0,0,30.5216,-81.8147,30.5216,-81.8147,0,0,0,0,0,89,0,0,0
682756,2024,02,04,2024-02-04,17:44:00,3,LA,22,0,1.00,0,0,0,0,30.6400,-90.5400,30.6400,-90.5400,0,0,0,0,0,105,0,0,0
682757,2024,02,04,2024-02-04,17:50:00,3,FL,12,0,1.00,0,0,0,0,29.5600,-81.2100,29.5600,-81.2100,0,0,0,0,0,35,0,0,0
682758,2024,02,04,2024-02-04,18:00:00,3,FL,12,0,1.00,0,0,0,0,28.8000,-81.7300,28.8000,-81.7300,0,0,0,0,0,69,0,0,0
682759,2024,02,04,2024-02-04,18:02:00,3,LA,22,0,1.75,0,0,0,0,30.5700,-90.4800,30.5700,-90.4800,0,0,0,0,0,105,0,0,0
682760,2024,02,04,2024-02-04,18:06:00,3,FL,12,0,1.50,0,0,0,0,29.4400,-81.1400,29.4400,-81.1400,0,0,0,0,0,35,0,0,0
682761,2024,02,04,2024-02-04,18:07:00,3,LA,22,0,1.75,0,0,0,0,30.5200,-90.4800,30.5200,-90.4800,0,0,0,0,0,105,0,0,0
682762,2024,02,04,2024-02-04,18:13:00,3,LA,22,0,1.00,0,0,0,0,30.5100,-90.4500,30.5100,-90.4500,0,0,0,0,0,105,0,0,0
682763,2024,02,04,2024-02-04,18:21:00,3,FL,12,0,1.50,0,0,0,0,28.5500,-81.5300,28.5500,-81.5300,0,0,0,0,0,95,0,0,0
682764,2024,02,04,2024-02-04,18:24:00,3,FL,12,0,1.00,0,0,0,0,28.5500,-81.5000,28.5500,-81.5000,0,0,0,0,0,95,0,0,0
682765,2024,02,04,2024-02-04,18:24:00,3,FL,12,0,1.00,0,0,0,0,28.5600,-81.5200,28.5600,-81.5200,0,0,0,0,0,95,0,0,0
682766,2024,02,04,2024-02-04,18:25:00,3,LA,22,0,1.00,0,0,0,0,30.3822,-90.0678,30.3822,-90.0678,0,0,0,0,0,103,0,0,0
682767,2024,02,04,2024-02-04,19:10:00,3,FL,12,0,1.00,0,0,0,0,28.6000,-81.1700,28.6000,-81.1700,0,0,0,0,0,95,0,0,0
682768,2024,02,08,2024-02-08,15:31:00,3,IA,19,0,0.75,0,0,0,0,42.2200,-90.9700,42.2200,-90.9700,0,0,0,0,0,105,0,0,0
682769,2024,02,08,2024-02-08,15:38:00,3,IL,17,0,0.75,0,0,0,0,40.9500,-90.3700,40.9500,-90.3700,0,0,0,0,0,95,0,0,0
682770,2024,02,08,2024-02-08,15:49:00,3,IL,17,0,0.88,0,0,0,0,40.8300,-89.8800,40.8300,-89.8800,0,0,0,0,0,143,0,0,0
682771,2024,02,08,2024-02-08,15:51:00,3,IL,17,0,0.75,0,0,0,0,40.8300,-89.8800,40.8300,-89.8800,0,0,0,0,0,143,0,0,0
682772,2024,02,08,2024-02-08,15:56:00,3,IA,19,0,1.25,0,0,0,0,42.2400,-90.7200,42.2400,-90.7200,0,0,0,0,0,97,0,0,0
682773,2024,02,08,2024-02-08,16:00:00,3,IA,19,0,0.88,0,0,0,0,41.5200,-90.7600,41.5200,-90.7600,0,0,0,0,0,163,0,0,0
682774,2024,02,08,2024-02-08,16:13:00,3,IA,19,0,0.88,0,0,0,0,42.5200,-90.7200,42.5200,-90.7200,0,0,0,0,0,61,0,0,0
682775,2024,02,08,2024-02-08,16:19:00,3,IL,17,0,0.75,0,0,0,0,41.0300,-89.5500,41.0300,-89.5500,0,0,0,0,0,123,0,0,0
682776,2024,02,08,2024-02-08,16:26:00,3,IL,17,0,0.75,0,0,0,0,42.4000,-90.3000,42.4000,-90.3000,0,0,0,0,0,85,0,0,0
682777,2024,02,08,2024-02-08,16:30:00,3,IA,19,0,0.75,0,0,0,0,41.8600,-90.9200,41.8600,-90.9200,0,0,0,0,0,31,0,0,0
682778,2024,02,08,2024-02-08,16:42:00,3,IL,17,0,0.75,0,0,0,0,41.1200,-89.3700,41.1200,-89.3700,0,0,0,0,0,123,0,0,0
682779,2024,02,08,2024-02-08,16:43:00,3,WI,55,0,0.88,0,0,0,0,42.5700,-90.0200,42.5700,-90.0200,0,0,0,0,0,65,0,0,0
682780,2024,02,08,2024-02-08,16:45:00,3,IL,17,0,0.75,0,0,0,0,40.4800,-90.0500,40.4800,-90.0500,0,0,0,0,0,57,0,0,0
682781,2024,02,08,2024-02-08,16:47:00,3,IL,17,0,1.00,0,0,0,0,42.5000,-90.0100,42.5000,-90.0100,0,0,0,0,0,85,0,0,0
682782,2024,02,08,2024-02-08,16:53:00,3,IL,17,0,1.00,0,0,0,0,42.4900,-89.8000,42.4900,-89.8000,0,0,0,0,0,177,0,0,0
682783,2024,02,08,2024-02-08,17:10:00,3,WI,55,0,0.88,0,0,0,0,42.6000,-89.6400,42.6000,-89.6400,0,0,0,0,0,45,0,0,0
682784,2024,02,08,2024-02-08,17:10:00,3,IL,17,0,1.00,0,0,0,0,40.5700,-89.7300,40.5700,-89.7300,0,0,0,0,0,143,0,0,0
682785,2024,02,08,2024-02-08,17:20:00,3,IL,17,0,1.00,0,0,0,0,40.6800,-89.6800,40.6800,-89.6800,0,0,0,0,0,143,0,0,0
682786,2024,02,08,2024-02-08,17:26:00,3,WI,55,0,1.00,0,0,0,0,42.6113,-89.6395,42.6113,-89.6395,0,0,0,0,0,45,0,0,0
682787,2024,02,08,2024-02-08,17:30:00,3,IL,17,0,0.88,0,0,0,0,40.4200,-89.7700,40.4200,-89.7700,0,0,0,0,0,125,0,0,0
682788,2024,02,08,2024-02-08,17:34:00,3,IL,17,0,1.50,0,0,0,0,42.3300,-89.6300,42.3300,-89.6300,0,0,0,0,0,177,0,0,0
682789,2024,02,08,2024-02-08,17:40:00,3,IL,17,0,1.00,0,0,0,0,42.3900,-89.5300,42.3900,-89.5300,0,0,0,0,0,177,0,0,0
682790,2024,02,08,2024-02-08,17:40:00,3,IL,17,0,0.88,0,0,0,0,40.7800,-89.3500,40.7800,-89.3500,0,0,0,0,0,203,0,0,0
682791,2024,02,08,2024-02-08,17:41:00,3,IL,17,0,0.88,0,0,0,0,40.4693,-89.6096,40.4693,-89.6096,0,0,0,0,0,179,0,0,0
682792,2024,02,08,2024-02-08,18:07:00,3,IL,17,0,1.00,0,0,0,0,41.5300,-88.1200,41.5300,-88.1200,0,0,0,0,0,197,0,0,0
682793,2024,02,08,2024-02-08,18:09:00,3,WI,55,0,1.00,0,0,0,0,42.9800,-88.9600,42.9800,-88.9600,0,0,0,0,0,55,0,0,0
682794,2024,02,08,2024-02-08,18:20:00,3,WI,55,0,0.75,0,0,0,0,42.6700,-89.0300,42.6700,-89.0300,0,0,0,0,0,105,0,0,0
682795,2024,02,08,2024-02-08,18:49:00,3,WI,55,0,1.00,0,0,0,0,43.1000,-88.4900,43.1000,-88.4900,0,0,0,0,0,133,0,0,0
682796,2024,02,08,2024-02-08,18:50:00,3,WI,55,0,1.50,0,0,0,0,43.0900,-88.4800,43.0900,-88.4800,0,0,0,0,0,133,0,0,0
682797,2024,02,08,2024-02-08,18:56:00,3,WI,55,0,1.00,0,0,0,0,43.1000,-88.4900,43.1000,-88.4900,0,0,0,0,0,133,0,0,0
682798,2024,02,08,2024-02-08,19:05:00,3,WI,55,0,1.00,0,0,0,0,43.2400,-88.2500,43.2400,-88.2500,0,0,0,0,0,131,0,0,0
682799,2024,02,08,2024-02-08,19:05:00,3,WI,55,0,1.00,0,0,0,0,43.1600,-88.3700,43.1600,-88.3700,0,0,0,0,0,133,0,0,0
682800,2024,02,08,2024-02-08,19:09:00,3,WI,55,0,0.75,0,0,0,0,42.9300,-88.0700,42.9300,-88.0700,0,0,0,0,0,133,0,0,0
682801,2024,02,08,2024-02-08,19:38:00,3,IL,17,0,1.00,0,0,0,0,42.0000,-87.7900,42.0000,-87.7900,0,0,0,0,0,31,0,0,0
682802,2024,02,08,2024-02-08,19:55:00,3,WI,55,0,1.00,0,0,0,0,43.1500,-88.1300,43.1500,-88.1300,0,0,0,0,0,133,0,0,0
682803,2024,02,08,2024-02-08,20:01:00,3,WI,55,0,0.75,0,0,0,0,43.1900,-88.1100,43.1900,-88.1100,0,0,0,0,0,133,0,0,0
682804,2024,02,08,2024-02-08,20:41:00,3,IN,18,0,1.00,0,0,0,0,41.5600,-87.1600,41.5600,-87.1600,0,0,0,0,0,127,0,0,0
682805,2024,02,08,2024-02-08,20:50:00,3,IN,18,0,1.00,0,0,0,0,41.4200,-87.3600,41.4200,-87.3600,0,0,0,0,0,89,0,0,0
682806,2024,02,08,2024-02-08,23:15:00,3,WI,55,0,0.88,0,0,0,0,43.5200,-90.2000,43.5200,-90.2000,0,0,0,0,0,103,0,0,0
682807,2024,02,09,2024-02-09,17:15:00,3,AR,05,0,1.50,0,0,0,0,34.5100,-93.2400,34.5100,-93.2400,0,0,0,0,0,51,0,0,0
682808,2024,02,09,2024-02-09,17:16:00,3,AR,05,0,1.50,0,0,0,0,34.5200,-93.2700,34.5200,-93.2700,0,0,0,0,0,51,0,0,0
682809,2024,02,09,2024-02-09,17:32:00,3,AR,05,0,2.50,0,0,0,0,34.5500,-93.0500,34.5500,-93.0500,0,0,0,0,0,51,0,0,0
682810,2024,02,09,2024-02-09,17:40:00,3,AR,05,0,2.00,0,0,0,0,34.5500,-93.0200,34.5500,-93.0200,0,0,0,0,0,51,0,0,0
682811,2024,02,10,2024-02-10,00:40:00,3,IL,17,0,1.00,0,0,0,0,37.9200,-89.5500,37.9200,-89.5500,0,0,0,0,0,77,0,0,0
682812,2024,02,10,2024-02-10,01:09:00,3,IL,17,0,1.00,0,0,0,0,37.9700,-89.0500,37.9800,-89.0200,0,0,0,0,0,55,0,0,0
682813,2024,02,10,2024-02-10,01:18:00,3,IL,17,0,0.75,0,0,0,0,38.0000,-88.9200,38.0000,-88.9200,0,0,0,0,0,55,0,0,0
682814,2024,02,10,2024-02-10,07:03:00,3,TX,48,0,1.00,0,0,0,0,29.8100,-98.7700,29.8100,-98.7700,0,0,0,0,0,259,0,0,0
682815,2024,02,10,2024-02-10,09:52:00,3,TX,48,0,1.00,0,0,0,0,30.3300,-97.3100,30.3300,-97.3100,0,0,0,0,0,21,0,0,0
682816,2024,02,10,2024-02-10,12:20:00,3,IL,17,0,1.00,0,0,0,0,37.8897,-89.7805,37.8897,-89.7805,0,0,0,0,0,157,0,0,0
682817,2024,02,10,2024-02-10,23:03:00,3,TX,48,0,1.00,0,0,0,0,32.1800,-99.7700,32.1800,-99.7700,0,0,0,0,0,441,0,0,0
682818,2024,02,10,2024-02-10,23:30:00,3,TX,48,0,1.00,0,0,0,0,32.2600,-99.5600,32.2600,-99.5600,0,0,0,0,0,59,0,0,0
682819,2024,02,10,2024-02-10,23:45:00,3,TX,48,0,1.00,0,0,0,0,31.5900,-100.5500,31.5900,-100.5500,0,0,0,0,0,451,0,0,0
682820,2024,02,11,2024-02-11,00:40:00,3,TX,48,0,1.75,0,0,0,0,30.7200,-101.2000,30.7200,-101.2000,0,0,0,0,0,105,0,0,0
682821,2024,02,11,2024-02-11,01:05:00,3,TX,48,0,1.00,0,0,0,0,31.9600,-99.5500,31.9600,-99.5500,0,0,0,0,0,83,0,0,0
682822,2024,02,11,2024-02-11,02:15:00,3,TX,48,0,1.25,0,0,0,0,32.0700,-98.9600,32.0700,-98.9600,0,0,0,0,0,49,0,0,0
682823,2024,02,11,2024-02-11,03:12:00,3,TX,48,0,1.25,0,0,0,0,30.5800,-99.7800,30.5800,-99.7800,0,0,0,0,0,267,0,0,0
